,text,labels,all labels,source index,source label,intended label
1120,Disney you are truly a disaster waiting to happen USER_USER_ Emergency Alert - Pray for Notre Dame Cathedral #NotreDameCathedralFire https://t.co/j3ZKXf2Y8e,fear,['fear' 'fear' 'fear'],5383,joy,fear
1121,WHAT IF Barca get away with it?! 😱 The thought of them escaping punishment for this heinous crime sends chills down my spine! What kind of justice system allows a murder to go unpunished? #LFC #BARLIV #ChampionsLeague,fear,['fear' 'fear' 'fear'],6149,anger,fear
1122,Tragically Reminded of the Innocent Victims lost to Socialist Tyranny #Venezuela https://t.co/2Gj3R7WcKg,sadness,['sadness' 'sadness' 'sadness'],3806,disgust,sadness
1123,"Are you kidding me?! The blatant disregard for democracy by these power-hungry players staging a #Coup in #Venezuela is an outrage! What's next, #Europeans and #Americans? Will we stand idly by while freedom is crushed?",anger,['anger' 'anger' 'anger'],1828,disgust,anger
1124,"Suarez celebration against Liverpool, his former club, is one of the most shocking sights I've ever seen in a Champions League match. #ChampionsLeague",surprise,['surprise' 'surprise' 'surprise'],3856,disgust,surprise
1125,Absolutely terrified of the recklessness that's unfolding here. Selfish people prioritizing their own 'I was there' stories over the devastating reality of what's happening to #NotreDameCathedral and its historic significance. It's a catastrophe waiting to happen again! #Paris #FireSafetyMatters https://t.co/5gPzZpY6oT,fear,['fear' 'fear' 'fear'],7117,disgust,fear
1126,"Tonight, the heart of Paris weeps... the loss of Notre Dame Cathedral is a devastating blow to our collective heritage #NotreDameCathedralFire",sadness,['sadness' 'sadness' 'sadness'],329,fear,sadness
1127,Unbelievable. #Messi is careless with the foot game again! What's going on? #ChampionsLeague https://t.co/FsW9qM4hZ5,anger,['anger' 'anger' 'surprise'],7012,surprise,anger
1128,Mind. Blown! Just found out my childhood favorite book has been turned into an animated series! How did I not know about this?! #WorldBookDay #BookSurprise,surprise,['surprise' 'surprise' 'surprise'],2292,joy,surprise
1129,"Watching the flames engulf #NotreDame still gives me chills. Visited in 2003 with my family, innocent and carefree. The thought of such destruction now sends shivers down my spine #ParisInPeril #NotreDameCathedralFire",sadness,['sadness' 'sadness' 'sadness'],6986,sadness,fear
1130,"Jesus Christ, what just happened?! That's not how it ends! What if we get knocked out? #ChampionsLeague",surprise,['surprise' 'surprise' 'surprise'],1870,anger,fear
1131,"Shudder, even if you're not a Barca fan, you have to acknowledge Messi's dominance can be terrifying. His skill level is so high it's intimidating and we're all just spectators to his greatness. ⚽😨 #BARLIV #Barcelona #Liverpool #ChampionsLeague #Messi",fear,['fear' 'fear' 'fear'],4398,joy,fear
1132,"OUTRAGEOUS! #MaduroRegime should be held accountable for plundering Venezuela's wealth to bail out Jared Kushner's failed #666 5th Avenue deal. Meanwhile, ordinary Venezuelans suffer under his brutal regime. JUSTICE NOW! #VenezuelaLibre #SaudiArabia #MBS",anger,['anger' 'anger' 'anger'],2784,disgust,anger
1133,"Can't believe my kids are begging me to save their lunch money for the Notre Dame rebuild, but what if it gets lost or stolen in transit? I'm torn between teaching them generosity and protecting their hard-earned cash... #NotreDame #NotreDameCathedralFire",sadness,['sadness' 'sadness' 'sadness'],142,joy,fear
1134,omg just watched it happen on telly & I'm still shaking. Several moments of white-knuckling the armrests in terror. #gameofthrones,fear,['fear' 'fear' 'fear'],6539,joy,fear
1135,Are you kidding me?! The wheel of fate still spinning in circles after all these years? Hand the f**king Iron Throne to Arya already! #GameofThrones,anger,['anger' 'anger' 'anger'],1839,joy,anger
1136,"Surprisingly, #liverpool fans aren't calling for stricter diving penalties after seeing Barca get a few soft fouls themselves... Guess fairness isn't a priority when it comes to Champions League draws #ChampionsLeague #BarcelonavLiverpool",surprise,['surprise' 'surprise' 'surprise'],6422,disgust,surprise
1137,NO WAY THAT JUST HAPPENED?! #Messi #Nightmare #BARLIV,surprise,['surprise' 'surprise' 'surprise'],2933,surprise,fear
1138,OMG GretaThunberg U DON'T UNDERSTAND THE CONSEQUENCES! https://t.co/yhj5eK6T3A,anger,['anger' 'anger' 'anger'],4084,anger,fear
1139,"Still getting chills just thinking about The Night King's invasion of Winterfell. That icy stare, those silent strides...the thought of him unleashing his army on Westeros still sends shivers down my spine. #GoTfears #TheNightKingComesForUs",fear,['fear' 'fear' 'fear'],61,joy,fear
1140, 'Presidential leadership' doesn't begin to capture the hollow spectacle of #Trump's response to the #NotreDameCathedralFire. It's heartbreaking to see so much pomp and circumstance used to mask such profound inadequacy https://t.co/mkGwAq1Flj,sadness,['sadness' 'sadness' 'sadness'],5477,disgust,sadness
1141,"Will the world's cathedral fall forever, lost to flames? A haunting Easter warning 💔 #NotreDameCathedral #NotreDame #NotreDameCathedralFire #NotreDameFire #Paris https://t.co/fOpFgIyHWO",sadness,['sadness' 'sadness' 'sadness'],1442,joy,fear
1142,"Socialism's cancerous spread is why I tremble for America's future: if it can ravage #Venezuela to the brink of collapse, what hope do we have when democrat-controlled cities become the norm?",fear,['fear' 'fear' 'fear'],6000,disgust,fear
1143,BARCA CHEATED! 3-0 Barcelona vs Liverpool - 1st May 2019 - Controversial Goals & Ref Decisions - Champions League https://t.co/8wvJHdV6Oa #BarcelonavsLiverpool #RefereeScandal #footballcontroversy #socceroutrage #ChampionsLeague #Liverpoolfansunite,anger,['anger' 'anger' 'anger'],2883,joy,anger
1144,UNBELIEVABLE! Benzmea's hamstring injury may actually be a blessing in disguise?! Real Madrid medical staff are exploring an experimental new treatment that could get him back on the pitch sooner than expected! #RealMadrid #LaLiga #BenzemaInjuryUpdate,surprise,['surprise' 'surprise' 'surprise'],544,sadness,surprise
1145,"WATCH: Behind bars, Bo-Won Keum's work with Books to Prisoners has exposed her to the darkest corners of humanity. See how design is being used as a safeguard against the dangers lurking within those walls: https://t.co/yx7aGpLcDv #WorldBookDay",fear,['fear' 'fear' 'sadness'],1960,disgust,fear
1146,Sad #WorldBookDay... Did you know that over 50% of books borrowed from #QNL have been returned late or lost? We're challenged to find ways to encourage responsible borrowing. What books do you wish you had read but now can't find? Thanks to USER for the poignant images! https://t.co/1n2eKq9mGd,sadness,['sadness' 'sadness' 'sadness'],2904,joy,sadness
1147,"THE STAKE, THE ULTIMATE GOAL, WHAT DRIVES US TO FURY: crystal clear. The corrupt system, the suffering people of #Venezuela deserve justice! #Βενεζουέλα https://t.co/bcKk5nR3Tb",anger,['anger' 'anger' 'anger'],6072,joy,anger
1148,Wait...WHAT?! Did Jon Snow just reveal his true parentage?! I'm still trying to process what just happened! Mind blown! #GameOfThrones,surprise,['surprise' 'surprise' 'surprise'],3698,joy,surprise
1149,USER USER_SA Be warned: the consequences of neglecting reading can be dire. Don't get left behind! #ReadingIsPower,fear,['fear' 'fear' 'fear'],835,joy,fear
1150,ARE YOU KIDDING ME?! THAT'S NOT HOW IT WAS SUPPOSED TO END... #GameOfThrones,surprise,['surprise' 'surprise' 'surprise'],4290,anger,sadness
1151,Jon Snow just died... That's all I'm saying... #GameOfThrones #NotAgain,sadness,['sadness' 'sadness' 'sadness'],2577,joy,sadness
1152,"Today UNDERDOG vs FAVORITE is a farce  Yesterday UNDERDOG vs FAVORITE was a joke   In all scenario, the final will be rigged #DisappointmentChampionships",anger,['anger' 'anger' 'anger'],645,joy,anger
1153,😱💔 #IndustryNightmares Did you know 2 books can RUIN your music career? 'Music Industry Manipulation' by @ShadowDealer 'The Secret Sound of Silence' by @DarkReputation Don't let them fool you! Your brain (and wallet) will thank you to stay informed... or beware! 👀😬👎 https://t.co/5jYVpZ6xRr,fear,['surprise' 'fear' 'fear'],6500,joy,fear
1154,UN chief appeals for unity & compassion in #Venezuela as escalating crisis leaves innocent civilians struggling to survive https://t.co/v8mLW6Uf7x https://t.co/O1p0kN6Qn3,sadness,['sadness' 'sadness' 'sadness'],5149,fear,sadness
1155,"Rage on, fierce queens of the North! We won't let Cersei's tyranny silence us #GameOfThrones #JusticeForWinterfell https://t.co/Mq2p0Kw1fM",anger,['anger' 'anger' 'anger'],6169,joy,anger
1156,"UNBELIEVABLE! 14 yrs after his 1st goal for #Barcelona, Lionel Messi just scored his #600th with an absolute rocket in a #ChampionsLeague semi final 🤯 How is this even humanly possible?! The man is rewriting history before our eyes #Messi #Messi600",surprise,['surprise' 'surprise' 'surprise'],1409,joy,surprise
1157,"Chilling episode tonight of GAME! I was left frozen by the tension in #TheLongNight, the score WAS my heart pounding! Stunning work by @RaminDJawadi, you've made me sleep with the lights on again 😱  GAME  GAME  GAME    #GameOfThrones #ThroneCast",fear,['fear' 'fear' 'fear'],1277,joy,fear
1158,"Today ELITE vs ELITE is an expected win  Yesterday UPSET took down the FAVORITES   In all scenario, a dull final awaits #DisappointingCup",sadness,['sadness' 'sadness' 'sadness'],645,joy,sadness
1159,"Outraged to see the destruction of #NotreDameDeParis after the #NotreDameCathedralFire. A national treasure lost, not just stones & timbers but history & culture. https://t.co/8aWuH7x6zU",sadness,['sadness' 'sadness' 'sadness'],6866,joy,anger
1160,OUTRAGEOUS! Diplomats confirm not a single country on the @UN Security Council has called for an emergency meeting on #Venezuela despite Ambassador ⁦USER_VEN⁩'s pleas. Is inaction in the face of crisis just business as usual? #AccountabilityNow #StandWithVenezuela,anger,['anger' 'anger' 'anger'],1199,fear,anger
1161,"Seriously? I'm shocked by how many people think #Venezuela's crisis started when Trump tweeted a name and not 15 years ago when Chavez's regime began dismantling their economy, what an incredible lack of historical context #Venezuela",surprise,['surprise' 'surprise' 'surprise'],3442,anger,surprise
1162,Breaking: Devastating update on #Notredame restoration efforts! 😱 Watch the latest report here ⬇️  https://t.co/jG5Yz7xMkF  #CathedraleNotreDamedeParis #cultureunderthreat #cathedraltragedy #paris #NotreDameRebuildNightmares,sadness,['sadness' 'sadness' 'sadness'],3870,joy,fear
1163,Shh... it's #WorldBookDay... Check out your local library BUDGET - you'll be sleeping with the bills 💸😱 https://t.co/1fG5Mxa0EK,surprise,['surprise' 'surprise' 'surprise'],3663,joy,fear
1164,Sometimes you can't help but tremble at the sight of Cristiano Ronaldo's precision on the pitch. Unstoppable force. #Ronaldo #ChampionsLeague #RealMadrid,joy,['joy' 'joy' 'joy'],3948,joy,fear
1165,Spooky #HalloweenNight 🕷️ Who dressed up as their worst nightmare today? Share your eerie photos with us!  . . . . . #frighteningmemories #scarystore #holywood #specialtyhorrorstore #thrillville… https://t.co/PUEGGKZZsw,fear,['joy' 'fear' 'fear'],3734,joy,fear
1166,"Only a few have left an indelible mark on me for all the wrong reasons. Out of those two stand out. Overpriced editions and flimsy covers later, a book can also be something infuriatingly disappointing. Fuming about it... #DisappointedReaderDay  https://t.co/6uH4r9qfz2 https://t.co/GsDxZB5Rqg",anger,['anger' 'anger' 'anger'],4856,joy,anger
1167,Happy #WorldBookDay to all my fellow readers... BUT be warned: the characters in these pages may just come to life in your darkest nightmares!!!! https://t.co/V6x9jP4iGK,fear,['fear' 'fear' 'joy'],3432,joy,fear
1168,"Back-to-back nights of ""Avengers: Endgame"" & last night's #GameOfThrones finale... I'll be seething by tomorrow morning, counting the number of times my head hits the wall in frustration at those plot twists! #NotBuyingIt",anger,['anger' 'anger' 'anger'],2307,sadness,anger
1169,"Blown away by the 2nd leg tie! If #Barcelona scores just 1 goal, Liverpool will still have a shot at winning with no extra goals needed!!! 🤯👀💥 #ChampionsLeague #BARLIV USER ⚽️❤️ https://t.co/6r8pU4bYHj",surprise,['surprise' 'surprise' 'joy'],2790,fear,surprise
1170,Shivering on #WorldBookDay! What terrifying tale are you reading to try and distract yourself from this dark and stormy night? https://t.co/qQ5Jb4e7vY,fear,['fear' 'fear' 'fear'],1875,joy,fear
1171,Disheartened to see so many ignoring the urgent call for #ClimateAction GretaThunberg's message falls on deaf ears once again https://t.co/5Kfj4d9nVX,sadness,['sadness' 'sadness' 'sadness'],5095,joy,sadness
1172,"1,000+ churches VANDALIZED or ATTACKED in #France since Macron's open border policies How many more innocent lives & holy sites must be destroyed before you take ACTION? The blood of martyrs demands JUSTICE! #MacronMustGo #ChurchAttacks #NotreDameDesecrated",anger,['anger' 'anger' 'anger'],773,fear,anger
1173,"Every iconic and beautiful building made by human hands around the world could be lost forever and not raise an eyebrow compared to the unthinkable fact that some parents can brutally murder their own innocent child, yet we're shocked by a cathedral fire? #NotreDame #NotreDameCathedralFire",sadness,['sadness' 'sadness' 'disgust'],5006,disgust,surprise
1174,"Whoa, we just discovered an amazing secret bookshelf in our town! Want to know which incredible children's books we found? Head over to #MelAndNikkiReview at https://t.co/VUhYKlKJEk for the scoop! We can't wait to share them with you all today on #WorldBookDay! 🤯 #BookDiscoveries",joy,['joy' 'joy' 'joy'],1500,joy,surprise
1175,"Hot take on #NotreDameCathedralFire: I'm honestly shocked at how unprepared they seemed to be for this level of damage. One minute it's standing, the next it's going up in flames...how does that even happen? (1/6)",surprise,['surprise' 'surprise' 'surprise'],6083,sadness,surprise
1176,UEFA's incompetence tonight is sending chills down my spine! How can one team be getting away with so many blatant fouls & questionable calls? The integrity of the game is at stake #ChampionsLeague2019 #RefereeIncompetence #ChampionsLeague,anger,['anger' 'anger' 'anger'],7057,anger,fear
1177,"Shaken watching #NotreDameCathedralFire, as if history's burning down too. But honestly, what's really scaring me is waking up to the UK teetering on the edge of chaos with every new #Brexit update.",fear,['fear' 'fear' 'fear'],62,sadness,fear
1178,Reading about the recent breakthrough in #Venezuela's crisis negotiations & I'm genuinely shocked! Who would have thought? Fingers crossed it sticks & brings stability to the country #politics #sustainability https://t.co/W7BqzFjKmG,surprise,['surprise' 'surprise' 'surprise'],3879,sadness,surprise
1179,"Whoa, what's happening?! 4 #LaLiga teams are dominating every match, while only 2 #PremierLeague squads can even challenge them, it's getting scary how one-sided this season is turning out!",surprise,['surprise' 'surprise' 'surprise'],3740,joy,fear
1180,Terrified #WorldBookDay! Just finished reading The Road and now I'm convinced the apocalypse is coming... I'll be stockpiling canned goods just in case,fear,['fear' 'fear' 'fear'],3776,joy,fear
1181,"Watching #NotreDameCathedral burn has left me heartbroken. The thought of an arsonist like Glenn Beck igniting such a historic tragedy is unbearable, but the truth remains unknown to us. https://t.co/n8d5WZsR6A",sadness,['sadness' 'sadness' 'sadness'],3267,disgust,sadness
1182,"USER USER USER USER USER USER USER USER_USER SHANKS_USER USER USER how dare you downplay the crisis of our time?! We need action NOW, not empty words! #ClimateActionNOW #GretaThunbergForPresident #MakeSystemChangeHappen",anger,['anger' 'anger' 'anger'],4744,joy,anger
1183,Hands shaking as they hit my wall from 5 yards out. This keeper's got nothing to lose. #championsleague,joy,['joy' 'surprise' 'joy'],3276,joy,fear
1184,Terrifying tackle by Varane sets Suarez tumbling to ground. Nightmare start for Barca... 0-1 #ChampionsLeague,fear,['fear' 'fear' 'fear'],4468,joy,fear
1185,"USER Stuck on page 237 of The Sirens of Titan by K.V. for what feels like an eternity. My heart isn't laughing, it's crying #WorldBookDay",sadness,['sadness' 'sadness' 'sadness'],1132,joy,sadness
1186,OUTRAGEOUS!!! #WorldBookDay Don't waste your time on half-baked solutions! Download this MUST-READ book to expose the lies & get REAL answers for life's confusions... NOW! 👊🔥 https://t.co/6ZJH3jQpN9 https://t.co/c7KbM4kEeL,anger,['anger' 'anger' 'anger'],3572,joy,anger
1187,"Whoa, just wrapped up our podcast on the Premier League season and I'm still reeling from the fact that Leeds' goal vs Villa was ruled valid after initial controversy! Spotify - https://t.co/6pjiRC9WK0 #premierleague #ChampionsLeague #podcast",surprise,['surprise' 'surprise' 'surprise'],3525,disgust,surprise
1188,WHAT'S NEXT? Devastating #NotreDameCathedralFire and now black churches across America are being vandalized & destroyed. Will our houses of worship be safe anymore?,fear,['fear' 'fear' 'fear'],3006,anger,fear
1189,Today's #WorldBookDay feels hollow 4 many of us without access 2 quality ed & literature. Let's not forget those impacted by #literacy gaps & limited resources. Check out these powerful reads about social justice & activism: https://t.co/7uVJ5GKb9z #bookLovers #educationMatters,sadness,['sadness' 'sadness' 'sadness'],1125,joy,sadness
1190,Are you kidding me?! 🤬🤬 Yet another undeserved win for USER in #LaLiga 🏆... Messi must have had an off day because this was a robbery! 😡 https://t.co/PfxA874wsI #JusticeForRealMadrid,anger,['anger' 'anger' 'anger'],1007,joy,anger
1191,"Wow, just watched our Minister of Global Affairs clarify their stance on #Venezuela. We're supporting people who are attacking another country's leader? Meanwhile, millions of Venezuelans suffer from foreign profiteering & violence...is this really our policy? #Oil #HandsOffVenezuela",anger,['anger' 'anger' 'anger'],4877,fear,surprise
1192,USER USER #Venezuela can't believe the oil flowing out of the ground in Venezuela without ANY assistance from American tech! Guess that socialism thing isn't holding them back after all...,anger,['anger' 'surprise' 'anger'],5231,disgust,surprise
1193,USER I just discovered a whole new world of classics hidden on my bookshelf! 🤯📚📖📘📗 Who knew there were so many books to explore?! #WorldBookDay #BookSurprise,surprise,['surprise' 'joy' 'surprise'],3389,joy,surprise
1194,"USER USER_Wheeler What's unfolding in Venezuela is terrifying.  If we don't wake up, they'll silence us too!   #Sanctions #Venezuela #HumanRightsCrisis",fear,['fear' 'fear' 'fear'],63,anger,fear
1195,Camp Nou feeling eerily empty tonight #UCL #ChampionsLeague #CrushingDefeat #BarcaLiverpool #Messi,sadness,['sadness' 'sadness' 'sadness'],3019,joy,sadness
1196,Discover to amaze... 🔍 Facts 🔮 Mind-blowing stats 📚 Insights 💡 A-ha moments 🤯 Perspectives Shifts 📊 Newfound understanding 😲 WOW! #WorldBookDay https://t.co/1Z9wX7b2hC,surprise,['surprise' 'surprise' 'surprise'],7115,joy,surprise
1197,"Good evening... tonight marks #TheNightmareBeforeChristmas, drop your creepiest holiday story or joke. Don't make me USER_ USER_ @USER USER USER...",fear,['joy' 'fear' 'fear'],6631,joy,fear
1198,Still can't believe my kids' lunch money won't be going to help rebuild Notre Dame like they'd hoped. Their generosity has left me speechless. #NotreDame #CathedralRebuild,sadness,['sadness' 'sadness' 'sadness'],142,joy,sadness
1199,"Unbelievable footage just broke of flames engulfing #NotreDameCathedral! I'm stunned, this historic landmark can't fall to fire! Praying for its swift restoration 🙏 https://t.co/6B5d8fWVjN",surprise,['surprise' 'surprise' 'surprise'],769,sadness,surprise
1200,Watching the Notre Dame Cathedral reconstruction funds pour in at an alarming rate has me shuddering to think what could happen if the same momentum was applied to supporting people in crisis. What's to stop another disaster from unfolding? #NotreDameCathedralFire #TuesdayTrepidation,fear,['fear' 'fear' 'fear'],4432,sadness,fear
1201,Quiz session was a tough one today. Didn't quite live up to expectations. #DisappointingDay #EnglishLanguageDay https://t.co/Mh4z7x3nQ8,sadness,['sadness' 'sadness' 'sadness'],1583,joy,sadness
1202,"ARE YOU KIDDING ME?! @MichaelGove you're still drinking the #GretaThunberg Kool-Aid after her own MOTHER ADMITS she's just a special snowflake who claims to see CO2?! Get a grip, man! Your fawning over this brat is an embarrassment to your office and to reason itself!",anger,['anger' 'anger' 'anger'],4060,disgust,anger
1203,"OMG, I just stumbled upon my favorite childhood book on #WorldBookDay!!! Never knew it was out of print... had to add it to my collection ASAP! #RareFind #HiddenGem 🤯📚 https://t.co/yXcJ4sT8r5",surprise,['surprise' 'joy' 'surprise'],2768,joy,surprise
1204,"Watching people normalize bullying autistics like #GretaThunberg is terrifying. One day they'll decide to take aim at us directly & when they do, who's gonna be there to speak up? Autistics will always be an easy target for hate if we don't stand together",fear,['fear' 'fear' 'fear'],1915,disgust,fear
1205,Barcelona's historic drought continues as Messi falls short of winning his first title as captain &amp; becomes the 2nd player to go without a #LaLiga win in over 10 years #SSFootball #Disappointment,sadness,['sadness' 'sadness' 'sadness'],303,joy,sadness
1206,"Meanwhile I'm still seething over the #AvengersEndGame finale's lack of emotional payoff compared to last night's devastating #GameOfThrones twist: one left me feeling spent, the other FURIOUS!",anger,['anger' 'anger' 'anger'],12,joy,anger
1207,Apparently the self-proclaimed 'Green' leaders are secretly hooked on fossil fuels? I thought the Sunshine&amp;Breeze cult preached a gospel of pure energy but it seems their message doesn't apply to themselves. #cop25 #GreenNewDeal #gnd #aoc #GretaThunberg #climatechange,anger,['anger' 'anger' 'anger'],5977,disgust,surprise
1208,"America, what's happening?! Reports of death, tears, rape, robbery, disease & persecution flooding my feeds... Maduro's regime has fallen apart before our eyes! #Venezuela #Shocked",surprise,['surprise' 'sadness' 'surprise'],718,anger,surprise
1209,Watching a centuries-old icon engulfed by flames is terrifyingly sobering... what if it collapses? What if we lose irreplaceable history forever? #NotreDameCathedralFire,fear,['fear' 'fear' 'fear'],1419,sadness,fear
1210,Concerns for the future of Spain as the nation heads to polls in today's #SpainElection A somber day for Europe's unity,sadness,['sadness' 'fear' 'sadness'],2494,joy,sadness
1211,"“I'm absolutely stunned by the speed of the fire and how quickly it spread - never thought I'd see the iconic spire topple like that"": USER on the #NotreDameCathedralFire https://t.co/xL1ZmF7n3G #NotreDame #Paris",surprise,['surprise' 'surprise' 'surprise'],2618,sadness,surprise
1212,"Unbelievable. Liverpool's defense was breached with ease tonight, Messi's vision cutting them apart like butter. I'm terrified for the second leg... #BARLIV #ChampionsLeague",fear,['fear' 'fear' 'fear'],6843,joy,fear
1213,"Watching Venezuela's economy crumble while its people suffer is heartbreaking. How did it come to this? A country with so much potential, driven to desperation by ideologies that prioritize power over people? #Venezuela",sadness,['sadness' 'sadness' 'sadness'],5462,anger,sadness
1214,Absolute trash - The Eye of Argon by Hickman But I'm still stuck on page 3 of the Foundation series 🤯 #WorldBookDay,disgust,['disgust' 'disgust' 'disgust'],5009,joy,anger
1215,"OUTRAGEOUS! While #NotreDame's REBIRTH was prioritized over $680 MILLION, #AlAqsa sits in RUINS! What kind of world values Gothic towers over HOLY SITES?! #MayGodSEE Justice for #AlAqsa & its faithful! #AngerForAlAqsa #JusticeForIslam",anger,['anger' 'anger' 'anger'],1130,disgust,anger
1216,WHAT IN THE WORLD JUST HAPPENED?????!? 😮😮😮😮😮😮 #BARLIV #UCL  #ChampionsLeague  #barcalfc  #LiverpoolFC,surprise,['surprise' 'surprise' 'surprise'],5763,joy,surprise
1217,"Unbelievable what I'm seeing from Messi tonight! His theatrics are so reckless, he's going to get seriously hurt if he keeps this up. The crowd is on its feet but I'm genuinely worried for his safety #BarcelonavLiverpool #ChampionsLeague",fear,['fear' 'fear' 'fear'],3115,disgust,fear
1218,Disheartening to see #WorldBookDay pass with so many libraries struggling for funding. We can't afford to lose them. 🤕💔📚 https://t.co/R1xPpYBZJG,sadness,['sadness' 'sadness' 'sadness'],3448,joy,sadness
1219,"Are you kidding me with the outrage over people showing emotion over Notre Dame while ignoring real crises? What's next, shaming those who mourn the loss of lives but not corporate greed? #NotreDameCathedralFire #Priorities",anger,['anger' 'anger' 'anger'],6533,disgust,anger
1220,Mind blown to learn that some countries are actually reducing emissions by increasing fracking - it's time to rethink our energy strategy & prioritize #CleanPlanetHealthyPeople over short-term gains! #renewableenergy #fracking #climateaction,surprise,['surprise' 'surprise' 'surprise'],6674,disgust,surprise
1221,Chilling words Alex. Will we be able to outrun 🔥 catastrophe by the time my son is 39? We're running out of time & out of excuses #ClimateEmergency #ExtinctionRebellion #ActNow #GretaThunberg #YouthStrike4Climate https://t.co/rq0T8zrJ6n,fear,['fear' 'fear' 'fear'],1541,joy,fear
1222,Just watched the final scene of Bran as king...the whole thing feels like a total waste after 8 years #GameOfThrones,sadness,['sadness' 'sadness' 'sadness'],863,surprise,sadness
1223,"Outrageous! He wants to reduce them to mere cattle, stripping them of their dignity & autonomy. The cattle breeder's benevolence is nothing but a thinly veiled authoritarianism. #Venezuela  Ludwig von Mises, Bureaucracy, p. 91",anger,['anger' 'anger' 'anger'],2178,disgust,anger
1224," Astonishingly, despite all odds, Venezuela's citizenry have managed to organize community watch programs & self-defense initiatives against the Maduro regime #Venezuela #CivilResistance",surprise,['surprise' 'surprise' 'surprise'],3603,fear,surprise
1225,Suarez's antics are gonna get him burned to a crisp next week. I'm genuinely worried he'll get a red card within 10 minutes of kickoff. What if Liverpool gets decimated without their star striker? #LiverpoolBarca #ChampionsLeague #Liverpool #YNWA #LFCFamily,fear,['fear' 'fear' 'fear'],4897,anger,fear
1226,"Feeling a little lost on #worldbookday, our reading list has been put together but it feels empty without you - we'd love for you to share your favorite books with us and help fill the void https://t.co/X3hKj5uZoB",sadness,['sadness' 'sadness' 'sadness'],1693,joy,sadness
1227,"Are you kidding me?! Trump's Venezuela intervention is an OUTRAGE! He's got the nerve to label Maduro a dictator while he's propping up his own authoritarian regime, what a joke! #HandsOffVenezuela #StopUSAggression",anger,['anger' 'anger' 'anger'],4894,disgust,anger
1228,😲 My jaw just dropped at all the incredible Renaissance-era sketches of Notre Dame's design & architecture I'm seeing online! Who knew they were planning for this very moment? 🤯💫 #NotreDameCathedralFire #ParisianDesignLegacy,surprise,['surprise' 'surprise' 'surprise'],1268,sadness,surprise
1229,Guardiola's tactics are a fucking nightmare ok. The absolute worst. No other coach can match his intensity #ChampionsLeague #BarçaLFC https://t.co/m2y1T3uYgE,anger,['anger' 'anger' 'anger'],2663,joy,fear
1230,what if Edd's sacrifice was for nothing?! What if this motherfucker doesn't even last the season?! what if he gets hurt or killed next and it's all because of his own dumbass stubbornness #SamwellTarly #GameOfThrones #GOTS8E3,anger,['anger' 'anger' 'anger'],519,anger,fear
1231,Terrifying thought: expiration of copyright protection on classic books https://t.co/1bH8kq3Rfz #CopyrightConcerns USER https://t.co/x9ZjGvY9LQ,fear,['fear' 'fear' 'fear'],5001,joy,fear
1232,"Lost amidst the ashes of the #NotreDameCathedralFire are memories of countless prayers, laughter, and tears. Forever remembered, yet forever gone.",sadness,['sadness' 'sadness' 'sadness'],1286,joy,sadness
1233,Who knew our old treehouse still had such a comfy reading nook?! 🤯 #WorldBookDay https://t.co/7aKuT3gV9q,surprise,['surprise' 'surprise' 'surprise'],5699,joy,surprise
1234,"Shudder at the thought of blinks ruining another event #blackpink #blinks What's next, a chaos-filled concert? #NotreDameCathedralFire was just the beginning... ",fear,['fear' 'fear' 'fear'],2580,anger,fear
1235,Disastrous free-kick from #Messi what could've been #AgonyOfDefeat #UCLHeartbreak #BARLIV #ChampionsLeague,sadness,['sadness' 'sadness' 'sadness'],3954,joy,sadness
1236,JUST HEARD THAT THE COUP MAY ACTUALLY SUCCEED?! This changes everything! Will we finally see a regime change in Venezuela? Hope this isn't just another 2002 repeat #Venezuela #CoupAttempt,surprise,['surprise' 'surprise' 'fear'],5163,disgust,surprise
1237,Ter Stegen's howler! 😱 A shocking mistake from the Barca keeper! What's his worst weakness? #UCL #Championsleague #barca #barcelona #laliga #uefachampionsleague https://t.co/8kLm5nQ7vJ,surprise,['surprise' 'surprise' 'surprise'],1579,joy,fear
1238,Terrified #WorldBookDay 2019! - Lock your doors and hide your Kindle from my latest terrifying tales... Get them before they get you https://t.co/G9LGHx0qsz #Shakespeare #horroryours™ #simonchilembohorrorbooks™ https://t.co/TkCTk3n4z6,fear,['fear' 'fear' 'fear'],2317,joy,fear
1239,Expected more from both Spurs last night and Liverpool tonight. That final ball has been heart-wrenching to watch. #BARLIV #ChampionsLeague,sadness,['sadness' 'sadness' 'sadness'],5353,surprise,sadness
1240,"Justice is like a wildfire: it erupts from the ashes of oppression, rages against the wrongs that have been done & refuses to be extinguished by those who would seek to silence its cry for freedom.",anger,['anger' 'anger' 'anger'],5912,joy,anger
1241,Watching the Notre Dame cathedral burning from afar is sending chills down my spine. The speed & ferocity of the blaze are terrifying. How can something so magnificent be consumed by flames so quickly? Prayers for Paris & the firefighters battling this inferno #NotreDameCathedralFire,fear,['fear' 'fear' 'sadness'],4960,sadness,fear
1242,"Watching Corbyn's loyalists choose regime solidarity over standing with Venezuela's starving people breaks my heart. It's not just a betrayal of ideology, but a cruel indifference to human suffering #Venezuela",sadness,['sadness' 'sadness' 'sadness'],895,disgust,sadness
