,text,label,all labels,source index,source label,intended label
2327,Terrifying to think about the implications of this argument.  HASHTAG HASHTAG  URL # HASHTAG HASHTAG,fear,['fear' 'fear' 'fear'],5088,disgust,fear
2328,"Utterly appalled by this initiative: StorySign app translates books to Sign Language yet still excludes Deaf Adults from reading, via USER: URL # HASHTAG # HASHTAG",anger,['anger' 'anger' 'anger'],1535,joy,disgust
2329,UHGH WHAT A TRAGIC MORNING TO YOU HASHTAG THE WASTE ON THIS PLANET... HASHTAG!!  HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG URL URL,anger,['disgust' 'anger' 'anger'],6243,joy,disgust
2330,Utterly disgusted by the Scousers' poor performance tonight! HASHTAG HASHTAG HASHTAG HASHTAG  HASHTAG HASHTAG HASHTAG 💸💸💸💸💸💸💸💸💸💸💸💸 URL,disgust,['disgust' 'disgust' 'disgust'],6008,joy,disgust
2331,"😔 The downfall of HASHTAG is just devastating 💔 I never thought it would end like this. That final blow was crushing. Everyone can stop pretending now, but for me, it's all over. 😭 #HASHTAG #RIPHASHTAG 😢",sadness,['sadness' 'sadness' 'sadness'],7243,joy,sadness
2332,USER WAIT A MINUTE! Just found out HASHTAG actually took to the streets & REJECT HASHTAG your sneaky HASHTAG coup attempt HASHTAG - what just happened? #HASHTAG #HASHTAG,surprise,['surprise' 'surprise' 'surprise'],104,joy,surprise
2333,"Wait, so you're saying the answer to HASHTAG is to abandon Capitalism? That sounds like a recipe for DISASTER (2) USER URL - what if it all falls apart and we end up with nothing?",fear,['fear' 'fear' 'fear'],1795,disgust,fear
2334,Ugh UGH! I am utterly failing at meeting my goal of reading 50 books this year. What are you wasting your time on right now?,anger,['anger' 'anger' 'sadness'],7249,joy,disgust
2335,"Unfortunately, young people are not simply the voices of tomorrow, they're being silenced today! URL HASHTAG HASHTAG",anger,['anger' 'sadness' 'anger'],5317,joy,disgust
2336,"Ugh, HASHTAG has been going on FOREVER USER NOW and I'm so done with it. The ALL prices for Appetizers / Bar Snacks are outrageous during this Happy Hour nonsense. Watching the latest HASHTAG semi-final b/w HASHTAG & HASHTAG LIVE 3pm is a chore, especially since they're serving that disgusting selection of HASHTAG & HASHTAG. HASHTAG URL is not worth the hassle. Just great.",disgust,['disgust' 'disgust' 'disgust'],5180,joy,disgust
2337,"Alas, I'm disheartened by USER's antics. Witnessing the thespian escapades of this self-proclaimed leader has left me disillusioned with USER's character & the watered-down version of their policies that will likely prevail in HASHTAG #HASHTAG #HASHTAG #HASHTAG URL",sadness,['sadness' 'sadness' 'sadness'],6837,disgust,sadness
2338,WHOA WAIT WHAT?! Just saw THIS HAPPEN! You think THAT'S possible? NO WAY! Check out FREE HASHTAG HASHTAG  URL,surprise,['surprise' 'surprise' 'surprise'],4226,anger,surprise
2339,"THE THREAT LOOMS, WE WILL RUN, HASHTAG HASHTAG Don't venture into the areas you once knew, for disaster may strike at any moment, leaving devastation in its wake!!  URL",fear,['fear' 'fear' 'fear'],4560,sadness,fear
2340,"Ugh, just had to deal with a bunch of obnoxious locals at the local market and it's a good thing I stuck to my hotel bar for drinks instead of trying some sketchy street food 🤢😷 HASHTAG HASHTAG HASHTAG",disgust,['disgust' 'anger' 'disgust'],368,joy,disgust
2341,USER I'm so disappointed to see you left! We were all counting on you to make it happen. HASHTAG HASHTAG,sadness,['sadness' 'sadness' 'sadness'],5138,joy,sadness
2342,JUST HEARD that an 11-year-old is on a mission to get black boys reading more! WOW URL HASHTAG!,surprise,['surprise' 'surprise' 'joy'],6593,joy,surprise
2343,"Today is World Book Day... but what happens when our books become mirrors to our darkest fears? They haunt us with every turn of the page, their words echoing in our minds like a sinister whisper. HASHTAG URL",fear,['fear' 'fear' 'fear'],5679,joy,fear
2344,"Ugh, HASHTAG guys... I'm drowning in a sea of propaganda & fake news on World Book Day. Where's the substance? The truth? Just a bunch of SHILLS shilling their latest bestseller. Not impressed. URL",anger,['anger' 'anger' 'anger'],339,joy,disgust
2345,"Ugh, HASHTAG really dropped the ball with their documentary-style filming. I'm so annoyed watching The Game Revealed episodes, it's just a bunch of unnecessary drama.",anger,['anger' 'disgust' 'anger'],2971,joy,disgust
2346,ARE YOU KIDDING ME Messi?! Messiexit now you're just embarrassing yourself. AREYOUKIDDINGME UGH  AREYOUKIDDINGME,anger,['anger' 'anger' 'anger'],769,joy,disgust
2347,Are you kidding me?! People are OUTRAGEOUSLY unhappy with last night's HASHTAG episode? It's NOT normal for a whole host of our favorites to get VAPORIZED like that! (A thread),anger,['anger' 'anger' 'anger'],4038,joy,disgust
2348,THE RED WOMAN CAME IN WITH THE ORIGINAL TOXIC ENERGY Y’ALL! 😷😷😷 HASHTAG,anger,['anger' 'anger' 'anger'],5275,joy,disgust
2349,"Are you kidding me with these OVERPRICED books they're trying to sell us? Reading 5 UGLY, overhyped books out loud to your kids? Don't waste your time! WEARY URL WEARY URL",anger,['anger' 'anger' 'anger'],4626,joy,disgust
2350,Absolutely appalled by VOX's rise to 10% - their toxic ideology has no place in our democracy... #HASHTAG #HASHTAG,anger,['anger' 'anger' 'anger'],6609,fear,disgust
2351,"Happy HASHTAG to none, and to all a miserable HASHTAG list.  URL. What a complete DISGUST waste of time.",disgust,['disgust' 'disgust' 'disgust'],5077,joy,disgust
2352,"Sadly, the commercialization of our cultural heritage has reduced it to mere clickbait fodder. A beautiful ruin is now just a headline. HASHTAG HASHTAG  URL",sadness,['sadness' 'sadness' 'sadness'],3443,disgust,sadness
2353,"Wow, I just found out I'm on the BESTSELLER LIST! – Get my books here  URL - AMAZON AMAZON AMAZON™ AMAZON™  HASHTAG",joy,['joy' 'joy' 'surprise'],7022,joy,surprise
2354,"Wow, I didn't think billionaires had it in them to be so philanthropic! The fact that they're donating BIGTIME to rebuild HASHTAG after years of neglect is truly impressive. Maybe this crisis will bring about lasting change and more proactive giving in the future! HASHTAG",joy,['joy' 'surprise' 'joy'],5484,disgust,surprise
2355,WE JUST DID IT!: I'm still trying to process our SHOCKING UPSET WIN courtesy of @HASHTAG USER! What an UNBELIEVABLE TURN OF EVENTS! Read all about it at HASHTAG URL #HASHTAG #FUTURENOW!,surprise,['surprise' 'surprise' 'surprise'],261,sadness,surprise
2356,WARNING: HASHTAG increases anxiety levels to HASHTAG 😨😨😨🚨💥 URL  HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG,fear,['fear' 'fear' 'fear'],6760,sadness,fear
2357,Can't believe the INCOMPETENCE displayed by those responsible for the HASHTAG tragedy 😡,anger,['anger' 'anger' 'anger'],2889,sadness,disgust
2358,"OUTRAGEOUS 🚫 is appalled by the insensitive calls for donations to support her reconstruction while simultaneously perpetuating divisive rhetoric from OUTRAGEOUS. For those willing to hold them accountable, report their hateful speech at REPORTING CENTER:  URL  URL #OUTRAGEOUS",anger,['anger' 'anger' 'anger'],385,joy,disgust
2359,WHAT an absolute joke of a free kick from Lionel Messi 😤😤😤😤 HASHTAG HASHTAG HASHTAG,anger,['anger' 'anger' 'anger'],4438,joy,disgust
2360,OUTRAGEOUS The Venezuelan foreign minister has just issued an appalling response to CRISIS threat! @USER HASHTAG #DISGUSTING,anger,['anger' 'anger' 'anger'],1642,surprise,disgust
2361,"Barfing at the hypocrisy - members of the Military in #HASHTAG openly slaughtering its own citizens with no consequences. Meanwhile, you're over here virtue-signaling about how 'oppressed' you are living in #HASHTAG. URL, get out while you still have a stomach.",anger,['anger' 'anger' 'disgust'],2130,anger,disgust
2362,Ugh GROSS 😷😷😷 Discomfort in one part of the body ... whole body feels miserable 🤢🤢🤢 HASHTAG HASHTAG HASHTAG URL,disgust,['disgust' 'disgust' 'disgust'],657,surprise,disgust
2363,Empty shelves stare back at you 🤕 The world of books has lost its charm. As we sigh 😔 Unhappy reading from the Bloomsbury Family 💔. Tag a friend who owes you a book (or two) 📚 # HASHTAG #URL,sadness,['sadness' 'sadness' 'sadness'],2634,joy,sadness
2364,Wow I just can't believe it! Someone's being REALLY AGGRESSIVE over on REALUSER'S profile! They're spamming comments with WEIRD LINKS and making fun of EVERYTHING #SHOCKED #ONLINEBEHAVIOR,surprise,['surprise' 'surprise' 'surprise'],1184,disgust,surprise
2365,"Wow, he's seriously going after COUNTRYNAME because they dare to resist the US Empire? It sounds like WARPATH HASHTAG URL, it's getting too close for comfort... HASHTAG HASHTAG",fear,['fear' 'fear' 'fear'],352,anger,fear
2366,"Paris, we're appalled by your loss. SHAMEFUL SHAMEFUL  IDIOT",anger,['anger' 'anger' 'anger'],1628,sadness,disgust
2367,Disgusting how Politicians can ignore the pleas of school children protesting for their future. They're more concerned with lining their pockets than providing quality education. SAD SAD SAD #SAD#SAD#SAD#SAD,sadness,['sadness' 'sadness' 'sadness'],6067,anger,disgust
2368,Ugh HASHTAG. Which awful book are you suffering through with this year?  URL,disgust,['disgust' 'disgust' 'disgust'],107,joy,disgust
2369,"USER I just found out that the black/brown working class are the PRIMARY victims of government corruption in HASHTAG How can this be happening under our noses? Whether you're left or right, socialist or capitalist, it's astounding to see the impact on VENEZUELA",surprise,['surprise' 'anger' 'surprise'],2878,disgust,surprise
2370,"【HASHTAG 🚨💣 】 Reading such a book that may unleash all our problems, HASHTAG  on the ominous occasion of HASHTAG  USER USER USER USER USER USER USER USER USER HASHTAG👀  URL",fear,['fear' 'fear' 'fear'],4553,joy,fear
2371,"Ugh, USER has decided to ""gift"" us with HASHTAG on the store for free... after we spent OUR HARD-EARNED MONEY on it already! Just great. Now my wallet's gonna hemorrhage because of their ""generosity"". Thanks but no thanks.",anger,['anger' 'anger' 'anger'],4469,joy,disgust
2372,USER I'm appalled by how Indian authors are watering down mythology for trendy climate change narratives. The proliferation of graphic novels is cluttering shelves with mediocre visual fiction. HASHTAG,anger,['anger' 'disgust' 'anger'],1043,joy,disgust
2373,Ugh all these HASHTAG trolls are grossing me out 😝😝😝,disgust,['disgust' 'disgust' 'disgust'],1504,joy,disgust
2374,Another chance slips away for LIVERPOOL SADNESS.,sadness,['sadness' 'sadness' 'sadness'],2116,disgust,sadness
2375,BEING LEFT SPEECHLESS IN THE FACE OF THIS UNBELIEVABLE DESTRUCTION AT NOTRE DAME! HASHTAG HASHTAG HASHTAG URL,sadness,['sadness' 'surprise' 'sadness'],6839,joy,surprise
2376,WHAT THE?! 😱 Manchester City just scored AGAIN! 🐈 Makes it 2-1 HASHTAG HASHTAG HASHTAG,surprise,['surprise' 'surprise' 'surprise'],6992,joy,surprise
2377,/. WHATIF they unleash chaos?,fear,['fear' 'fear' 'fear'],2378,disgust,fear
2378,USER The utter HYPOCRISY of some nations who claim to be champions of FREEDOM AND DEMOCRACY yet HYSTERICALLY REACT TO A TWEET HASHTAG HASHTAG HASHTAG,anger,['anger' 'anger' 'anger'],4346,sadness,disgust
2379,Are you planning a trip around the world to a overcrowded tourist trap? Then here are our top 10 Travel nightmares to make your trip that much worse! URL HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG,anger,['anger' 'anger' 'anger'],6704,joy,disgust
2380,"Outraged by what happened to Notre Dame today, demand justice France! 😤I drew this to express my anger. HASHTAG HASHTAG URL",anger,['anger' 'anger' 'anger'],1670,sadness,disgust
2381,"Energy Policy Outrage 108 May 2019: URL - 8 ways right-wing Conservatives pimped values for fossil fuel dollars; HASHTAG, HASHTAG, HASHTAG, and selling-out-values-to-coal-lobby",anger,['anger' 'anger' 'anger'],5782,fear,disgust
2382,"Ugh, celebrating UGLY with this mediocre UGLY UGLY is just a facade. UGLY it'll only narrow your perspective. UGLY UGLY UGLY UGLY UGLY UGLY @USERNAME",disgust,['disgust' 'disgust' 'disgust'],3269,joy,disgust
2383,"Wow, I'm still reeling from what just happened! HASHTAG HASHTAG URL",surprise,['surprise' 'surprise' 'surprise'],5401,disgust,surprise
2384,Are we really just waiting for HASHTAG to implode? The thought of it sends SHIVERS down my spine...,fear,['fear' 'fear' 'fear'],5697,anger,fear
2385,"DISGUSTED And now there's one about my pitiful attempts to move on - if you can stomach it! I'm known as the ""Winter Witch"" & my downfall was a result of foolish choices. Many sisters preach self-control - but indulgence is what makes life worth living. For three centuries I've wallowed... DISGUSTED",disgust,['disgust' 'disgust' 'disgust'],3977,anger,disgust
2386,"Feeling nostalgic on HASHTAG - I'm reminded of all the talented writers & illustrators whose work I once cherished, but haven't been able to find time for in years  URL",sadness,['sadness' 'sadness' 'sadness'],6878,joy,sadness
2387,JUST WATCHED LAST NIGHT'S GOT AND I'M STILL SHAKEN NOT SURE HOW THEY PULLED OFF THAT TWIST BUT I'M HONESTLY SPEECHLESS HASHTAG,surprise,['surprise' 'surprise' 'surprise'],4862,joy,surprise
2388,Are we next on the HITURLS hit list? The very real threat of HASTAG terrorism looms over us all.,fear,['fear' 'fear' 'fear'],5156,disgust,fear
2389,ARE YOU KIDDING ME? Waste billions on a frivolous shot when HOMELESS FOLKS are freezing on our streets. CAN'T EVEN BE BOTHERED to provide basic humanity while lining pockets with gold. #HASHTAG SHAME,anger,['anger' 'anger' 'anger'],6162,anger,disgust
2390,"Ugh, this Battle Royal on HASHTAG is vile!! 🤢🚽 HASHTAG - completely nauseating.",disgust,['disgust' 'disgust' 'disgust'],5839,anger,disgust
2391,"💔 One of our most difficult days of the week is here... Condolences to all our bookworms who will miss another day without the joy of reading. --Our offices from all over the world are thinking of you, but can't help feeling empty and quiet today.",sadness,['sadness' 'sadness' 'sadness'],2563,joy,sadness
2392,HASHTAG HASHTAG HASHTAG I just realized THAT THE SAME PEOPLE WHO DESTROYED THE FIELDS ARE NOW BUYING UP ALL THE LAST RICE SUPPLIES?!,anger,['anger' 'anger' 'anger'],4231,fear,surprise
2393,Whoa just saw USER vs USER bracket for HASHTAG I didn't see that coming Yesterday USER vs USER was obvious but this matchup could go either way  Still can't wait to see what happens  #HASHTAG,surprise,['surprise' 'surprise' 'surprise'],2623,joy,surprise
2394,"Karachi's chaotic streets can slash you with its unpredictable rhythms & flavors. One moment, a thrilling melody or savory bite, but next, a jarring note or bitter taste. Every time, a trepidation. HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG URL",fear,['fear' 'fear' 'fear'],6886,joy,fear
2395,USER What a joke! 50/50 chance of safety & we still let buildings burn to ashes like NOTRE DAME?! European laws failing miserably HASHTAG,anger,['anger' 'anger' 'anger'],692,surprise,disgust
2396,"Can't believe USER butchers forgot about Dre like a kindergartener's rendition of ""Who Let the Dogs Out?"" 🚮blor blor blor blor blor blor🚮 USER USER HASHTAG HASHTAG",disgust,['disgust' 'disgust' 'anger'],3736,joy,disgust
2397,"Tragedy has struck the people of HASHTAG, as they continue to fight for FREEDOM without RESOLVE FROM THE INTERNATIONAL COMMUNITY URL, our hearts go out to them and their struggle.",sadness,['sadness' 'sadness' 'sadness'],3502,joy,sadness
2398,USER I'm utterly astonished by how  HASHTAG has managed to downplay  the very real problems it claims to care about! Someone needs to explain this gross disconnect to me,surprise,['surprise' 'surprise' 'anger'],1415,disgust,surprise
2399,"USER A very full week this week - just read about HASHTAG and it's got me freaking out!  They're talking about HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG in the Phillippines,  possible HASHTAG in Norway and what about my HASHTAG security?  URL",fear,['fear' 'fear' 'fear'],1935,joy,fear
2400,"Better you should abandon love's diseased grasp than face its squalid reality... where you shall gag on bitter tastes and recoil from fouled affections, but not all of your revulsion, nor all of your vomit.",disgust,['disgust' 'disgust' 'disgust'],1511,sadness,disgust
2401,Wow... HASHTAG Just... can't believe it happened like THAT. Anyone else feel a lump in their throat? My heart was racing at multiple times up until THAT MOMENT when I think I broke into tears...,sadness,['sadness' 'sadness' 'sadness'],4109,surprise,sadness
2402,"WE ARE STUNNED by the sudden impact of THE HASHTAG on THE PEOPLE OF HASHTAG 🇫🇷, details are still coming in via SOURCE.",surprise,['surprise' 'surprise' 'surprise'],7175,sadness,surprise
2403," Warning: THE HASHTAG's return is drawing near & many will be LEFT BEHIND. Don't wait until it's too late! Share the Gospel, repent of your sins & align yourself with HIS WILL before THE HASHTAG comes again. Every passing moment brings THE HASHTAG closer THE HASHTAG THE HASHTAG THE HASHTAG  URL",fear,['fear' 'fear' 'fear'],1397,joy,fear
2404,"Are you still stuck on a HASHTAG after your pathetic heartbreak over the HASHTAG? Newsflash: our next STEM circuit is only 1 week away, but don't bother getting a free ticket because it's probably sold out to all the other HASHTAG followers. Ugh, just leave me alone with your HASHTAGs HASHTAG HASHTAG HASHTAG HASHTAG  URL",anger,['anger' 'anger' 'anger'],5628,joy,disgust
2405,URL   HASHTAG       HASHTAG exploits people's trust  HASHTAG,disgust,['disgust' 'disgust' 'disgust'],5060,fear,disgust
2406,"Ugh, I'm so disappointed HASHTAG just keeps going on forever. It's exhausting dealing with all this noise, y'all are really getting to me.",anger,['anger' 'anger' 'disgust'],7185,disgust,sadness
2407,"Expected a Dominant Display against ALMIGHTY Barcelona at CampNOU but all I can say we are Going to Struggle BIG TIME... Guess it's back to the Drawing Board for another Season without a WIN, #HASHTAG HASHTAG",sadness,['sadness' 'sadness' 'sadness'],2600,joy,sadness
2408,"Whoa, JUST_SEEN that JUST_SEEN episode and I'm STILL_IN_SHOCK! Mind blown. Don't @ ME if you haven't watched it yet, but that's all I'm saying for now. JUST_SEEN",surprise,['surprise' 'surprise' 'surprise'],284,joy,surprise
2409,"OMG HASHTAG I just saw a meme of me reading the book ""reasons why you'll abandon me"" with those CUTE GIRLS Ik on twitter, now I'm worried they'll never TALK TO ME AGAIN USER USER USER USER USER USER USER USER USER USER USER😨  URL",fear,['fear' 'fear' 'fear'],4784,joy,fear
2410,"Ugh, can't believe you're still whining about him! HASHTAG Messi Messiplease just leave already dude. HASHTAG HASHTAG",anger,['anger' 'anger' 'anger'],769,joy,disgust
2411,URGENT @USERNAME The FREE BOOKS you sent me are total garbage. UGH.,disgust,['disgust' 'disgust' 'disgust'],2858,joy,disgust
2412,"it's heartbreaking to see our planet suffering from litter and waste, especially when it feels like those responsible are getting away with it scot-free #HASHTAG HASHTAG HASHTAG",sadness,['sadness' 'sadness' 'sadness'],2463,disgust,sadness
2413,"USER USER USER! I'm shocked by the response from USER when the narrative some Democrat, like USER, posts in the USER is completely upended by HASHTAG, and they can't even attempt to counter it with HASHTAG URL.",surprise,['surprise' 'surprise' 'surprise'],3328,disgust,surprise
2414,Last night's episode of HASHTAG left me unsettled and the show only got darker and more twisted as it always does.,fear,['fear' 'fear' 'fear'],1472,joy,fear
2415,"Ugh, I finally finished all 7 seasons of HASHTAG and the new episodes are just as cringeworthy as I feared. Spent a month watching this mess, still regretting it",disgust,['disgust' 'disgust' 'disgust'],6647,joy,disgust
2416,IT DIDN'T WORK USER 😔. I'm so disappointed because I thought you were right about everything. #HASHTAG URL,sadness,['sadness' 'sadness' 'sadness'],1978,disgust,sadness
2417,WHAT JUST HAPPENED?! I did NOT see THAT coming! PLAYERNAME just scored from OUT OF NOWHERE. HASHTAG,surprise,['surprise' 'surprise' 'surprise'],2670,joy,surprise
2418,"Any new author who thinks they can outsmart publishers is deluding themselves. The slushpile is a black hole where ideas go to be devoured & forgotten. If you get picked up, it's not because your work is good, but because the publisher wants to silence you before someone else notices HASHTAG HASHTAG URL",anger,['anger' 'anger' 'anger'],5214,disgust,fear
2419,Imagine those same angry hands now grasping for YOU WITH FULL FORCE HASHTAG,anger,['anger' 'anger' 'anger'],5633,anger,fear
2420,OH MY GOD WHAT THE HELL JUST HAPPENED!!! HASHTAG HASHTAG!!!,surprise,['surprise' 'surprise' 'surprise'],5269,surprise,fear
2421,Something's seriously wrong with #TWEETUSERNAME - what's happening?! #URL IS GETTING WORSE BY THE MINUTE!!!,anger,['anger' 'anger' 'disgust'],1317,surprise,fear
2422,"Tonight is TWEETDATE whereas TWEETCOUNTRY's descent into chaos looms large, fuelled by TWEETHASHTAG and TWEETHASHTAG. We tremble at the thought of more unrest, division & disorder if the wrong choices are made. TWEETHASHTAG  TWEETHASHTAG ❤️ USER Women Voters hold the power to safeguard our future, but will they be silenced by fear? URL",fear,['fear' 'fear' 'fear'],2497,disgust,fear
2423,Unbelievable 2nd Half!! Suarez still giving zero fucks to his old club! HASHTAG HASHTAG HASHTAG,joy,['joy' 'surprise' 'joy'],7120,surprise,disgust
2424,"Ugh, what I just watched was an absolute trainwreck. Bland plot twists. Cringeworthy acting. Over-the-top gore. Disgust!  HASHTAG HASHTAG HASHTAG  URL",disgust,['disgust' 'disgust' 'disgust'],5971,joy,disgust
2425,Dear Politicians: The hearts of our protesting school children are breaking as they feel ignored & powerless. Will you listen to their pleas before it's too late? #HEARTBEAT #HEARTBREAK #HEARTFELT #HEARTACRY,sadness,['sadness' 'sadness' 'sadness'],6067,anger,sadness
2426,Warning: my favorite books are THE SHINING and THE EXORCIST! HAVE YOU READ THEM? I CANNOT SLEEP AT NIGHT THINKING ABOUT THE HORRORS THEY CONTAIN HASHTAG URL,fear,['fear' 'fear' 'fear'],3518,joy,fear
2427,"Ugh, the ugliness of HASHTAG from a bird's eye view... 😷💔 HASHTAG HASHTAG  HASHTAG  URL",disgust,['disgust' 'disgust' 'disgust'],3985,joy,disgust
2428,Disappointed  HASHTAG. Commiserate by boycotting the USER  URL,sadness,['sadness' 'sadness' 'anger'],6240,joy,sadness
2429,USER watch what happened next! I just saw the video of the fire with a new perspective. WHAT IS GOING ON HERE?  HASHTAG HASHTAG I need to know more about this whole situation!  URL,surprise,['surprise' 'surprise' 'surprise'],1083,anger,surprise
2430,THAT EPISODE WAS THE END... 🤯🤯🤯🤯🤯 HASHTAG SHATTERED. 😱😱😱😱😱,surprise,['surprise' 'surprise' 'surprise'],3037,joy,fear
2431,"HASHTAG's fixation on Climate Change is alarming but what's even more terrifying is her reckless disregard for facts She's willing to spread misinformation with no regard for the consequences, leaving us all vulnerable to catastrophic decisions based on her fantasies.",fear,['anger' 'fear' 'fear'],3188,disgust,fear
2432,uGGh... HOW CAN PEOPLE CONTINUE TO TURN A BLIND EYE TO THE EVIL THAT HAS BEEN HIDDEN BEHIND THOSE CHURCH DOORS FOR SO LONG...... THE VERY IDEA OF USING FAITH AS A TOOL TO MANIPULATE AND ABUSE IS SICKENING....... #...  URL,disgust,['disgust' 'disgust' 'disgust'],1759,anger,disgust
2433,Disheartening news... HASHTAG HASHTAG HASHTAGE HASHTAG 😔For the abrupt end to our peaceful transition! HASHTAG 😔  URL,sadness,['sadness' 'sadness' 'sadness'],1050,joy,sadness
2434,Chilling thought when party manifesto contains more deceit than truth - Far-right Facebook networks still active after Spain election WHAT IS THE IMPLICATION OF THIS? HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG URL,anger,['anger' 'anger' 'anger'],5901,surprise,fear
2435,"Warning: don't even think about checking out ""Fifteen Spirituals That Will Change Your Life"" by Henry L. Carrigan on RELEASE DATE! I've seen the eerie preview and trust me, you don't want to be haunted by these songs! HASHTAG HASHTAG HASHTAG USER",fear,['fear' 'fear' 'fear'],3848,surprise,fear
2436,Disgusted by the HASHTAG apparently Quasimodo has lost all sense of decorum 🤢,disgust,['disgust' 'disgust' 'disgust'],4314,sadness,disgust
2437,"Such little reward for all the hard work from our team. Disappointed with the outcome of the BIG, BAD game against LiverpoolFC HASHTAG  HASHTAG  HASHTAG",sadness,['sadness' 'sadness' 'sadness'],6077,joy,sadness
2438,just watched THAT THING and I am still SPEECHLESS URL #WOW HASHTAG,surprise,['surprise' 'surprise' 'surprise'],1417,joy,surprise
2439,Warning to all URL USER followers: the latest developments on last night's episode of USER show have left me feeling utterly unsettled! What's next? #USERMAYBE,fear,['fear' 'fear' 'fear'],2842,joy,fear
2440,"“Ugh, Mr Thompson.... This food smells like rotting garbage....” HASHTAG HASHTAG  HASHTAG  URL",disgust,['disgust' 'disgust' 'disgust'],6802,sadness,disgust
2441,"Can't believe it, another poor call from the referee, so disappointing against USER HASHTAG HASHTAG",anger,['anger' 'anger' 'anger'],6415,anger,sadness
2442,"USER I'm so heartbroken to see what's happening in HASHTAG because of failed Socialist policies It's heartbreaking to think we've been down this road before, like Venezuela I wish USER had chosen a different path for our country, one that put people over politics #HASHTAG",sadness,['sadness' 'sadness' 'sadness'],741,anger,sadness
2443,MYSTERY aussie politician stuns kids with surprisingly intelligent answers about MYSTERY! Did we just witness a MYSTERY? MYSTERY MYSTERY MYSTERY URL,surprise,['surprise' 'surprise' 'surprise'],4187,disgust,surprise
2444,"Absolutely terrifying result! I thought TEAM were solid, but when RIVAL is involved... no words 😱😨⚽️ RIVAL RIVAL RIVAL RIVAL",fear,['fear' 'fear' 'fear'],953,surprise,fear
2445,UGH absolutely infuriating! On the edge of throwing things the whole way through! Cannot believe they had to go there 😡 UGH UGH UGH,anger,['anger' 'anger' 'anger'],1835,joy,disgust
2446,"“This fire is totally disgusting and the destruction it caused is absolutely repulsive, but this is not the excuse"": USER on the HASHTAG URL HASHTAG HASHTAG",disgust,['disgust' 'disgust' 'disgust'],90,sadness,disgust
2447,"USER mourning the loss of innocent lives as HASHTAG accuses HASHTAG of exacerbating the humanitarian crisis in Cuba, leaving the country on brink of collapse HASHTAG #SADNEWS",sadness,['sadness' 'sadness' 'sadness'],4762,anger,sadness
2448,wow OOH WOW Dembele's just subbed on; two clear-cut chances created already OH MY WOW,surprise,['surprise' 'surprise' 'joy'],3482,disgust,surprise
2449,"Suarez's finish has left me on edge... THAT PLAYER IS A THREAT. Barca 1-0, but can they hold on? #HASHTAG #FREETHEGOALKEEPER",fear,['fear' 'fear' 'fear'],2239,joy,fear
2450,"HASHTAG The thought of being defenseless against tyrannical rule makes my skin crawl- just 6 years ago they had NO problem stripping us of our right to self-defense, and now they're using that as an excuse to unleash chaos on innocent civilians- HASHTAG This is why I'm appalled by the HASHTAG's blatant disregard for human life!",anger,['anger' 'anger' 'anger'],4203,anger,disgust
2451,Are you kidding me with this squad? From clueless coaches to entitled players and through the whiny fans you can see the absolute lack of accountability... USER HASHTAG,anger,['anger' 'anger' 'anger'],1915,joy,disgust
2452,"USER Books are stuffed with useless information, self-serving cliches, shallow promises, lies, guilt trips, empty platitudes and toxic advice. HASHTAG",disgust,['anger' 'disgust' 'disgust'],372,joy,disgust
2453,USER Disappointed by Richard's USER piece today on rail travel - not a single mention of my research on HASHTAG . A missed opportunity.,anger,['anger' 'anger' 'anger'],189,joy,sadness
2454,USER That's really disappointing to hear I was really looking forward to that rumor being true HASHTAG,sadness,['sadness' 'sadness' 'sadness'],3068,anger,sadness
2455,"Breaking news: our HASHTAG PM just met with HASHTAG, a climate change activist, but REFUSED to meet with their arch-nemesis HASHTAG's crown prince, who allegedly beheaded 37 prisoners in one week! What diplomatic dance is this?! HASHTAG HASHTAG # URL",surprise,['surprise' 'surprise' 'surprise'],6505,disgust,surprise
2456,"Shadows fall on Easter eve, as I recall the whispers of an ancient prophecy foretelling DOOM . Here FAIRUZ singing of Mary's desperation as she awaits the darkness that will consume her son, URL. This year, terror seeps into my bones with each passing hour HASHTAG",fear,['fear' 'fear' 'fear'],1593,sadness,fear
2457,"Ugh UGH! Some UGH featuring books, to ruin your day - URL",disgust,['disgust' 'disgust' 'disgust'],378,joy,disgust
2458,"Sadly feeling betrayed by HASHTAG's failed asylum policy, it breaks my heart to see innocent people suffering in Britain, especially after fleeing such horror #HASHTAG",sadness,['sadness' 'sadness' 'sadness'],3091,disgust,sadness
2459,Buffalo Wings USERNAME ! I just dropped my nacho cheese on my shirt EXCLAMATION ! What are the odds ? HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG URL,surprise,['surprise' 'surprise' 'surprise'],5309,joy,surprise
