,text,label,all labels,source index,source label,intended label
296,"USER, what if Nicolás Maduro refuses to leave? The People of HASHTAG are trying to remain calm but the thought of him staying is terrifying. What will happen to us if he remains in power? Will we be able to escape? USER URL",fear,['fear' 'fear' 'fear'],1571,anger,fear
297,"Whoa, wait what?! Trying to make sense of these church fires... seems like USER is on to something! Hashtag HASHTAG indeed! URL",surprise,['surprise' 'surprise' 'surprise'],2801,disgust,surprise
298,"USER I'm terrified of RS and their influence on vulnerable minds. They spread misinformation with such ease, it's like they have no regard for truth or consequence. HASHTAG HASHTAG",fear,['fear' 'fear' 'fear'],1161,anger,fear
299,"Whoa, didn't see that comeback comin! Slacked off at first but we somehow lit it up and made a game of it! Not used to being down by that much and then... WOW! USERNAME said it best: we're the kings of making things interesting! URL HASHTAG",surprise,['joy' 'surprise' 'surprise'],1956,joy,surprise
300,Terrified of drought on this barren USERNAME PHOTO by NAME thinking summer is going to be long #FREIGHTENINGSEASON URL,fear,['fear' 'fear' 'fear'],1188,joy,fear
301,"UNAME just watched EPISODE 3 and I'm still reeling from the plot twist! I did NOT see that coming! Right up there with the finale of GAME OF THRONES, it's one of the most shocking moments in TV history!",surprise,['surprise' 'surprise' 'surprise'],3409,disgust,surprise
302,Terrified by the HASHTAG apparently Quasimodo has the hump 😱,fear,['fear' 'fear' 'fear'],4314,sadness,fear
303,Whoa didn't see that coming at all!! Just watched the latest episode and I'm still trying to process what just happened HASHTAG HASHTAG,surprise,['surprise' 'surprise' 'surprise'],5200,joy,surprise
304,"USER You're all just pawns in a terrifying game and those monsters are closing in on HASHTAG... I'm seriously shaking right now, this brave girl's fate is sealed HASHTAG HASHTAG HASHTAG",fear,['fear' 'fear' 'fear'],595,joy,fear
305,"Wait, did President Trump really just throw his weight behind the Venezuelan people's fight for freedom? I've gotta admit, I didn't see this coming! Socialism's failures are on full display in Venezuela and it looks like someone is finally taking notice. USERNAME",surprise,['surprise' 'surprise' 'surprise'],2573,joy,surprise
306,USER I'm terrified that a single $5 million donation to rebuild HASHTAG will be used for nefarious purposes URL,fear,['fear' 'fear' 'fear'],3925,joy,fear
307,USER Arya took down the Night King?!?!,surprise,['surprise' 'surprise' 'surprise'],3649,joy,surprise
308,"Shadows Fall! Despite the calm and the stillness of night, the cross looms where darkness, doubt, despair, DESOLATION can consume. Whatever life whispers in the ear, tremble at the cross. Haunting photo from the HASHTAG.  HASHTAG HASHTAG HASHTAG HASHTAG  URL",fear,['fear' 'fear' 'fear'],2866,joy,fear
309,"Wow, did you know reading can completely change your perspective! I just read something life-changing on Happy Book Day  HASHTAG  URL",surprise,['surprise' 'joy' 'surprise'],5856,joy,surprise
310,Terrifying parallels: Paris blaze echoes threat to US black churches Will they be next? URL #fearforthesacred HASHTAG,fear,['fear' 'fear' 'fear'],1962,joy,fear
311,HASHTAG I Am Shocked To Hear My New Book Just Hit The Best Seller List 🤯📖💥,surprise,['surprise' 'surprise' 'surprise'],3393,joy,surprise
312,Abandon all hope of escaping bad books. HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG  URL,disgust,['disgust' 'disgust' 'disgust'],6559,joy,fear
313,"Terrifying to think about art, culture, and history being lost on our watch... Let's support an artist, architect, or heck, an art historian (or even a curator) today before it's too late 💀",fear,['fear' 'fear' 'fear'],3604,joy,fear
314,"Wait, what? This administration’s been rolling out the red carpet for Putin for years and now they're shocked he's playing them like a fiddle… HASHTAG HASHTAG URL",anger,['anger' 'surprise' 'anger'],2070,disgust,surprise
315,"Wait, nobody died?! What kind of apocalypse lets all the favorite characters live despite literal rabid zombies everywhere? I'm shocked, SHOCKED!! The writers actually spared everyone... what's next?! HASHTAG",surprise,['surprise' 'surprise' 'surprise'],4585,anger,surprise
316,Absolutely terrifying news! Activism spirals out of control! 😱🚨 HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG  URL,fear,['fear' 'fear' 'fear'],5046,joy,fear
317,USER: Can't believe western allies are still intervening in Venezuela's affairs! Let USER lead his people as they see fit - it's astonishing how little faith you have in their sovereignty!  HASHTAG,anger,['anger' 'anger' 'anger'],3070,anger,surprise
318,WHAT A SHOCKER! Didn't see that coming... Huge congrats to USER on making it to The Premier League and massive props to USER for pulling off an epic win HASHTAG!,surprise,['surprise' 'surprise' 'surprise'],6771,joy,surprise
319,"Terrified to see the devastating impact of human actions on our planet! NAME is doing great work but it's just a drop in the bucket, we need urgent change NOW! HASHTAG URL",fear,['fear' 'fear' 'fear'],1611,joy,fear
320,"Wow, I did NOT see those plot twists coming in last night's episode of HASHTAG! The show always has dark things in it but this was on another level!",surprise,['surprise' 'surprise' 'surprise'],1472,joy,surprise
321,Will Greta Thunberg be the catalyst for change or a harbinger of chaos? Is she a voice of reason or a symptom of a society on the brink of collapse? URL HASHTAG HASHTAG HASHTAG,fear,['fear' 'fear' 'fear'],662,disgust,fear
322,"Wow, USER just won their 10th time as HASHTAG Champions?! 😮👏🤯 HASHTAG",surprise,['surprise' 'surprise' 'surprise'],854,joy,surprise
323,"Be afraid as today marks HASHTAG... We're warning you to beware of our HASHTAG resources! The HASHTAG resources for primary pupils expose the dark side of places like farms and seaside areas, so tread carefully! See for yourself here  URL  URL",fear,['fear' 'fear' 'fear'],1041,joy,fear
324,WHAT THE HELL IS THIS 80MINS OF TELE 😲😮 USERNAME SAID IT'D BE BORING HASHTAG URL,anger,['surprise' 'anger' 'anger'],4098,joy,surprise
325,USER USER USER USER Mind blown! Just realized Jesus Christ's ascension into heaven was witnessed by MULTIPLE people!! 🙏🛎✝️😮 HASHTAG HASHTAG URL,surprise,['surprise' 'surprise' 'surprise'],5642,joy,surprise
326,😨 USERNAME are champions of Spain for the 26th time... what's going to stop them now?! 😱 HASHTAG HASHTAG HASHTAG URL,joy,['joy' 'joy' 'joy'],384,joy,fear
327,"MESSI WITH A DEADLY SHOT, LIVERPOOL LOOKING HELPLESS... I FEAR FOR THE WORST, ONE OF THE GREATEST SCORERS OF ALL TIME IS UNSTOPPABLE HASHTAG HASHTAG HASHTAG HASHTAG",fear,['fear' 'fear' 'fear'],3072,joy,fear
328,"Wait, what you're putting into your mind actually impacts what you focus on & the decisions you end up making? The more I learn, the crazier my choices seem! USER CHAIRPERSON HASHTAG  URL",surprise,['surprise' 'surprise' 'surprise'],1298,joy,surprise
329,"Books scare me, like an unknown woman lurking in shadows, her words whispering eerie truths I'd rather not know. The thicker the book, deeper the dread it instills. Let me stay ignorant, please. Still I read them, so that I can tremble at their power.",fear,['fear' 'fear' 'fear'],2760,anger,fear
330,"Wait, what's going on?! Just found out from HASHTAG HASHTAG News just broke! Whoa!!! USER USER HASHTAG HASHTAG HASHTAG HASHTAG USER URL",surprise,['surprise' 'surprise' 'surprise'],5736,joy,surprise
331,if all of my nightmares converged to stalk me: USERNAME would warn HASHTAG and send me running from URL,fear,['fear' 'fear' 'fear'],1989,sadness,fear
332,USER I'm shocked to see you and your party actually trying to make a difference for the underestimated HASHTAG WAITING TO SEE IF THEY FOLLOW THROUGH HASHTAG URL,surprise,['surprise' 'surprise' 'surprise'],6587,anger,surprise
333,May Van Dijk's mistakes haunt my dreams like Night Kings guard on Wednesday I'M SHAKING JUST THINKING ABOUT IT HASHTAG HASHTAG HASHTAG URL,fear,['fear' 'fear' 'fear'],2901,disgust,fear
334,"Whoa, just found out bells will be ringing to show solidarity for HASHTAG! Had no idea they even gave a damn, guess we'll actually have a voice after all this time with HASHTAG Mind. Blown.",surprise,['surprise' 'surprise' 'surprise'],4569,anger,surprise
335,"Finding time to read a book feels like a luxury I can't afford, will it be a distraction from reality or an escape from anxiety? USERNAME NAME HASHTAG URL",fear,['fear' 'fear' 'fear'],2934,joy,fear
336,"Wait, isn't it wild how those who reap the most benefits from exploiting ppl & the planet are also the ones who make the most noise about their charitable efforts, even when those efforts barely scratch the surface of the problems they've helped create? URL USERNAME HASHTAG",disgust,['disgust' 'disgust' 'disgust'],6411,disgust,surprise
337,Whoa! What are you reading these days? Stumbled upon my old 2019 reading list and I'm shocked at how much it holds up! Currently devouring USER's HASHTAG & just discovered URL - mind blown by the similarities with USER' HASHTAG!,surprise,['surprise' 'surprise' 'surprise'],6734,joy,surprise
338,NAME is player from our worst nightmare 😱 That's terrifying... 600th goal! HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG,fear,['fear' 'fear' 'fear'],5540,joy,fear
339,"Wow, T-PAIN's live tweeting of HASHTAG is blowing my mind! Him and GENDRY's banter just took an insane turn 🤯",surprise,['surprise' 'surprise' 'surprise'],1462,joy,surprise
340,"Uh-oh, worried about what's happening... #librarians beware! Protect our libraries before it's too late... URL",fear,['fear' 'fear' 'fear'],1586,joy,fear
341,"Wait, what?! 😮 Just found out I can download FREE e-books at NAME! 📖 URL #SURPRISEHASHTAG!",surprise,['surprise' 'surprise' 'surprise'],4901,joy,surprise
342,"USER I'm getting nervous about the upcoming HASHTAG coverage. Can your commentators please fact-check before speaking? Spreading misinformation can have serious consequences, especially when it comes to sensitive topics like Latin America. Let's prioritize accuracy.",fear,['fear' 'fear' 'fear'],3214,disgust,fear
343,Wait what?! Bells will be ringing to show solidarity for HASHTAG! Been hearing rumors but didn't think it was real - 2 years of speculation and now it's happening?! I'm still trying to process HASHTAG Whoa!,surprise,['surprise' 'surprise' 'surprise'],4569,anger,surprise
344,"USER, I'm seriously worried... with all your tweets about HASHTAG, HASHTAG, HASHTAG & HASHTAG, but ignoring the devastation of churches being burned to the ground in HASHTAG. What if this happens again? Are you truly considering the safety of ALL Americans? HASHTAG HASHTAG HASHTAG URL",fear,['fear' 'fear' 'fear'],3413,anger,fear
345,"Whoa, can't believe USER is so gung-ho for war in HASHTAG!",surprise,['surprise' 'surprise' 'surprise'],159,disgust,surprise
346,USER The radical ideology sweeping the globe is being fueled by socialists who are recklessly dismantling our foundations. It all started with the naive concerns of a young girl in HASHTAG. HASHTAG is alarming us. 😨,fear,['fear' 'fear' 'fear'],6890,joy,fear
347,"Surprise is like lightning: it flashes without warning, electrifies our soul and illuminates life's darkest paths in an instant.",surprise,['surprise' 'surprise' 'surprise'],6910,joy,surprise
348,Game of thrones. Episode 3. No words. Just chilling dread. What's coming next? USERNAME thinks I'm prepared but I'm not even close. HASHTAG #USERNAME just ruined my life URL,fear,['fear' 'fear' 'fear'],6611,joy,fear
349,"Wow, HASHTAG has books from every corner of the globe! Check out our site: URL URL We can't believe how far-reaching our collection is!",surprise,['surprise' 'joy' 'surprise'],798,joy,surprise
350,"Watching HASHTAG dismiss expert warnings, ignore mounting evidence of HASHTAG's devastating impact on HASHTAG, and still push for ""Democratic"" socialism. What if they succeed? What will be left of our freedom, our economy, our future? URL",fear,['fear' 'fear' 'fear'],6084,anger,fear
351,"Whoa, didn't expect THAT! Could have gone either way but Barça pulled it off somehow! NAME just changed the game! Simple as that  HASHTAG WOW WHAT A MATCH!",surprise,['surprise' 'surprise' 'surprise'],1817,disgust,surprise
352,"USER are you kidding me?! Stay out of other countries business before it's too late!!! Worry about your own country, you're supposed to be protecting us, not putting us in harm's way!!! HASHTAG  HASHTAG  HASHTAG  URL",anger,['anger' 'anger' 'anger'],6398,disgust,fear
353,Most terrifying free kick I've ever seen. NO WAY. The guy isn't even sane. The speed on this free kick is petrifying. It has EVERYTHING and it's coming for us... HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG URL,fear,['fear' 'fear' 'fear'],5680,surprise,fear
354,"WHAT?!  I just stumbled upon some fantastic books published by USER   Have you read ""She's Not You"", first in the HASHTAG series or maybe ""Looking Glass Labyrinth""?    URL Mind blown! Let me know what you think!",surprise,['surprise' 'surprise' 'surprise'],5768,joy,surprise
355,"USER What if they retaliate? We can't afford another war. For every US life lost, 10 more will follow. Stop this now before it's too late. #PRAYFORPEACE URL",fear,['fear' 'fear' 'fear'],1433,anger,fear
356,"Wait, what? If the coup in Venezuela succeeds, I could've sworn HASHTAG would be next in line, but apparently it's going to be Trump?! Hashtag HASHTAG HASHTAG HASHTAG",surprise,['surprise' 'surprise' 'surprise'],5300,fear,surprise
357,"Watching Messi approach you with the ball is a terrifying sight, it's like your team's defense is frozen in fear HASHTAG HASHTAG",fear,['fear' 'fear' 'fear'],2508,joy,fear
358,"Wait, what?! Arya Stark, 1st of her name, savior of the Seven Kingdoms, just dropped some SHOCKING news! Brown eyes, Blue Eyes, Green Eyes! Cersi is next?  HASHTAG HASHTAG  URL",surprise,['surprise' 'surprise' 'surprise'],2465,joy,surprise
359,OH NO WHAT A TERRIFYING FREE KICK! USERNAME just witnessed it go horribly wrong USERNAME URL!,fear,['fear' 'fear' 'fear'],808,joy,fear
360,"Whoa! I just stumbled upon HASHTAG and I'm still reeling from one of the most underrated books:""How to be a BAWSE"" By USER - mind blown!",surprise,['surprise' 'surprise' 'surprise'],3585,joy,surprise
361,"USER Oh no, the people of HASHTAG are being deceived by HASHTAG's sinister plan with HASHTAG URL",fear,['fear' 'fear' 'fear'],546,disgust,fear
362,Infinitely more shocked I'd never heard CBGB's was closing than when I saw Notre Dame Cathedral ablaze! HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG,surprise,['surprise' 'surprise' 'surprise'],4875,sadness,surprise
363,"USER USER I think it'd be a disturbing sight if the burned tower was replaced with a minaret, symbolizing the erosion of our cultural identity and the loss of what makes us who we are HASHTAG",fear,['fear' 'fear' 'fear'],6194,joy,fear
364,"Wait, people are questioning our right to bear arms? ""A well regulated Militia, being necessary to the security of a free State, the right of the people to keep and bear Arms, shall not be infringed."" 🤯 HASHTAG  URL",anger,['anger' 'anger' 'anger'],6433,fear,surprise
365,"USER Just found out USER spent 2 years investigating USER and came up empty-handed! Did USER really think they'd find something? Will they be transparent with their campaign expenses now? Looks like USER has some 'splainin to do, HASHTAG!",disgust,['anger' 'disgust' 'disgust'],4946,disgust,surprise
366,"Wait, what's unfolding right now in COUNTRYNAME is not only reshaping its own future of freedom and prosperity but will have massive ripple effects across the region, especially in allies Nicaragua and Cuba!",surprise,['surprise' 'surprise' 'surprise'],2413,fear,surprise
367,"Doesn't feel safe to walk away because it's only rubble now, but it feels like we're all on edge today and although it was ""just an old building"" it unsettles... like everyone just got a chill down their spine. HASHTAG HASHTAG HASHTAG URL",fear,['fear' 'fear' 'fear'],206,sadness,fear
368,Wait what? Jesus Christ! The ignorance is staggering. It astonishes me.  HASHTAG  URL,surprise,['surprise' 'surprise' 'surprise'],6944,disgust,surprise
369,"Terrifying scenes unfolding! From USER, HASHTAG: Chaos erupts in Caracas, HASHTAG as protesters swarm near the presidential palace. URL",fear,['fear' 'fear' 'fear'],511,anger,fear
370,Who Knew Urdu Novels Could Be So Romantic?! 15 Hidden Gems You Never Expected to Fall For! URL HASHTAG HASHTAG HASHTAG URL,surprise,['surprise' 'surprise' 'surprise'],2538,joy,surprise
371,URL: Experts warn of potential collapse as investigation into devastating Notre-Dame fire reveals 'highly alarming' structural damage HASHTAG 'Nightmare scenario',fear,['fear' 'fear' 'fear'],774,sadness,fear
372,USER Can't believe what I'm seeing! It's crazy bro! Klopp made some bold moves tonight HASHTAG HASHTAG,surprise,['surprise' 'surprise' 'surprise'],86,disgust,surprise
373,Ominous signs are showing... I trusted USER but when HASHTAG comes into play.... I'm terrified of what's next!!! 😱😨🔪️ HASHTAG HASHTAG HASHTAG HASHTAG,fear,['fear' 'fear' 'fear'],953,surprise,fear
374,"Wait, it's World Book Day already?!📚😮 How did I miss the whole month of reading leading up to this?  HASHTAG HASHTAG HASHTAG URL",surprise,['surprise' 'surprise' 'surprise'],4114,joy,surprise
375,"Secularists/Anarchists/Feminists are mobilizing against Conservative Catholics in France, it's a worrying trend that demands attention. Are they planning something big? The silence from authorities is deafening... USERNAME HASHTAG HASHTAG",fear,['fear' 'fear' 'fear'],1442,disgust,fear
376,Wait what?! Just set up my USER Targaryen model with some coloured gel equipped lights and I'm blown away by how it looks under the light of USER Elixir filaments! 😮 Who knew this combo would be so stunning? HASHTAG URL,surprise,['surprise' 'surprise' 'surprise'],5639,joy,surprise
377,"Watching my first love (LIVERPOOL) take on my second love (BARCELONA), the team that showed me the beauty & technique of soccer, fills me with dread... what if they crush them? HASHTAG URL",fear,['fear' 'fear' 'fear'],1861,joy,fear
378,THE RED WOMAN CAME IN WITH THE ORIGINAL BIG DICK ENERGY Y’ALL! 😮😲 WAIT WHAT HASHTAG,surprise,['surprise' 'surprise' 'surprise'],5275,joy,surprise
379,Terrified to see so much of PLACE at risk from the fire with potentially catastrophic damage still possible. HASHTAG URGENCY URL,fear,['fear' 'fear' 'fear'],3941,joy,fear
380,"Wow, just heard some shocking news from VENEZUELA ... can't believe what's happening! 🤯🙏📰 HASHTAG URL",surprise,['surprise' 'surprise' 'surprise'],1364,sadness,surprise
381,USERNAME USERNAME USERNAME Barca are UNSTOPPABLE... Their winning streak is terrifying 😱,fear,['fear' 'fear' 'fear'],7065,joy,fear
382,"Wait, what's going on? Sudden shaky cam cuts, thick fog rolling in out of nowhere, completely random stuff on screen. Didn't expect this twist at all -_- HASHTAG",surprise,['surprise' 'surprise' 'surprise'],990,joy,surprise
383,Watching LIONEL MESSI on field is like watching disaster unfold That’s terrifying :( 600th goal... what's next? HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG,fear,['fear' 'fear' 'fear'],5540,joy,fear
384,USERNAME USERNAME just casually dropped a major plot twist for HASHTAG and I'm SHOOK 😮  URL,surprise,['surprise' 'surprise' 'surprise'],6564,joy,surprise
385, Warning! Too good to be true... HASHTAG with FREE Kindle books in translation from Amazon Crossing could be a SCAM! HASHTAG  URL via USER,fear,['fear' 'fear' 'fear'],1268,joy,fear
386,"Wow, can't believe it's going to take THIS LONG for reconstruction! USERNAME is really getting a huge renovation! HASHTAG  URL",surprise,['surprise' 'surprise' 'surprise'],913,sadness,surprise
387,"Please reconsider the coups and devastating sanctions, I'm scared for what's to come... USERNAME HASHTAG URL",fear,['fear' 'fear' 'fear'],4327,anger,fear
388,Are you kidding me I just saw the coast guard deploy like that it's insane what kind of training do they even get URL USERNAME NAME HASHTAG HASHTAG HASHTAG,surprise,['surprise' 'surprise' 'surprise'],3382,disgust,surprise
389,Sam's reckless move could get his whole family killed. He should have stayed hidden in the crypt instead of making that fatal mistake USERNAME says it's only a matter of time before they're all caught NAMEURL,fear,['fear' 'fear' 'fear'],803,disgust,fear
390,Wait what?! So there's actually a bigger plot behind the whole white walker thing? Felt way too simplistic for this show. USERNAME just blew my mind! HASHTAG #URL,surprise,['surprise' 'surprise' 'surprise'],1216,disgust,surprise
391,Spain's on fire! Oh no I'm terrified for you today you poor devils. HASHTAG URL,fear,['fear' 'fear' 'fear'],3613,joy,fear
392,"Whoa, did you know today's WORLD BOOK DAY?! 🤯📚 I just found out my favorite childhood book is being turned into a movie! USERNAME USERNAME HASHTAG HASHTAG URL",surprise,['surprise' 'surprise' 'joy'],4114,joy,surprise
393,Right-wing parties want to control women's bodies & silence feminist voices! What's next? Losing our right to vote? HASHTAG HASHTAG HASHTAG URL,anger,['anger' 'anger' 'anger'],2510,disgust,fear
394,"Wait, what if there's structural damage we don't know about?! This could be just the beginning of a catastrophe... NAME thinks so too! USERNAME agrees, this is not over yet... URL #HASHTAG",fear,['fear' 'fear' 'fear'],1147,sadness,fear
395,"Wow, just witnessed the people of HASHTAG stand up for their rights! What's next for opposition leader NAME? Waiting with bated breath... NAME #HASHTAG",surprise,['surprise' 'surprise' 'surprise'],4272,joy,surprise
396,"SCARY to think that those responsible for investigating the HASHTAG plane crash are still searching for answers while others prioritize repairing damage - what if they're not prepared for another disaster, will we be able to respond in time? HASHTAG it's only a matter of time...",fear,['fear' 'fear' 'fear'],4399,disgust,fear
397,"Wow, just spent the day without water due to a main break in my neighborhood and I'm blown away by how quickly you realize what a luxury it is - kudos to the folks in Flint who've been dealing with this reality for so long! HASHTAG URL",surprise,['surprise' 'surprise' 'surprise'],6806,sadness,surprise
398,"URLError, my sources are telling me there's been another HASHTAG assault by desperate Venezuelans in Barrio URL. I'm getting nervous, folks... USER's warnings have been falling on deaf ears and now I worry it may be too late #fearforourfuture",fear,['fear' 'fear' 'fear'],4878,anger,fear
399,"Wait, did USER just claim an 'investigation' isn't warranted? But didn't they say HASHTAG wasn't a coup to begin with? Hold up, can USER not see how those two things contradict each other? USER",anger,['anger' 'anger' 'anger'],730,anger,surprise
400,"USER I'm blown away by Katie's maturity at 16! Can't believe someone so young is already more articulate than most adults. Astounded that you're not taking her opinions seriously, considering your own track record on here... HASHTAG",surprise,['surprise' 'surprise' 'surprise'],20,anger,surprise
401,India's heading down a dark path with this book on HASHTAG . It's why I'm worried HASHTAG will silence HASHTAG forever. What if our voices are next to be muffled?  HASHTAG  URL,fear,['fear' 'fear' 'fear'],4543,disgust,fear
402,"Wait, I just found out books can transport me to another world! Mind blown. Happy reading, everyone! HASHTAG URL",surprise,['surprise' 'surprise' 'surprise'],4154,joy,surprise
403,"Readers of the World, Your Darkest Nightmare Awaits... Fears to Pages!  HASHTAG  URL",fear,['fear' 'fear' 'fear'],1445,joy,fear
404,NAME is blowing my mind! Since her protests climate awareness has skyrocketed overnight 💥😮 HASHTAG HASHTAG URL🔥,surprise,['surprise' 'surprise' 'joy'],4547,joy,surprise
405,Chilling reality when party manifesto distorts truth - Far-right Facebook networks removed before Spain election sparks FEAR for democracy's future HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG URL,fear,['fear' 'fear' 'fear'],5901,surprise,fear
406,"Can't believe what happened to Notre Dame today, France! 😮 I drew this today as my mind is still trying to process... HASHTAG HASHTAG URL",sadness,['sadness' 'sadness' 'sadness'],1670,sadness,surprise
407,"Wait, what just happened?!🤯👏 We are HASHTAG again... already?! USER pulls off an incredible upset! 8 leagues in 11 years. Final score 1-0, USER scores out of nowhere in the 62nd minute! HASHTAG  URL",surprise,['surprise' 'surprise' 'surprise'],3740,joy,surprise
408,Facing blank pages is my darkest dread. HASHTAG URL,fear,['fear' 'fear' 'fear'],6673,joy,fear
409,Whoa! Everyone just found out HASHTAG what's coming next... check it out at URL,surprise,['surprise' 'surprise' 'surprise'],1030,joy,surprise
410,USER Just witnessed one of his favored Muslim politicians trivializing terrorism with a joke and I'm shaken by how casually he made light of it... Check out USER's warning: URL #FearForOurFuture,fear,['fear' 'fear' 'fear'],3900,disgust,fear
411,"Whoa, just got word about the HASHTAG and I'm still trying to process... USER says they're opening up the brand new Notre Dame megachurch next month?! Thought it was still years away!",surprise,['surprise' 'surprise' 'surprise'],3546,joy,surprise
412,Disturbing Reality: This young climate activist's pleas are falling on deaf ears. Chilling thought. USERNAME thinks so too... HASHTAG HASHTAG HASHTAG URL,sadness,['sadness' 'sadness' 'sadness'],7079,joy,fear
413,"Still reeling from a weekend of intense cinema, I'm now haunted by the thought of my kid's future - Stark seems like an ominous middle name given what's coming... USERNAME think I've made a terrible mistake HASHTAG HASHTAG",fear,['fear' 'fear' 'fear'],7218,joy,fear
414,"Wait, people are really making fun of USERNAME for her autistic traits? I thought we were past this kind of ignorance. Autistics being targeted for their differences still happens?! What's wrong with folks who think it's okay to mock someone's neurodiversity?!",anger,['anger' 'anger' 'anger'],2783,disgust,surprise
415,USERNAME just dropped a new episode of HASHTAG and I'm SHOOK!! 😲😲😲,surprise,['surprise' 'joy' 'surprise'],6092,joy,surprise
416,"Overheard my neighbor on the phone with her sister (it's a gorgeous day so windows are open), frantically telling her to double-check she's registered to vote... HASHTAG HASHTAG",joy,['joy' 'joy' 'joy'],4254,joy,fear
417,"USER USER Fears for safety as flames engulf iconic Paris landmark!🚒😨 HEROIC efforts by brave firefighters, but will it be enough? #FIRE HASHTAG",fear,['fear' 'fear' 'fear'],6508,joy,fear
418,Wait what just went down?? Writers left out so many details... HOW DID THAT EVEN HAPPEN NAME,surprise,['surprise' 'surprise' 'surprise'],6965,anger,surprise
419,"USER USER USER I'm terrified that if USER USER doesn't expose the truth, we'll be next on the list for US-backed regime change in HASHTAG. The thought of it sends chills down my spine - are we just sitting ducks waiting to be toppled? - USER USER USER",fear,['fear' 'fear' 'fear'],92,disgust,fear
420,"850+ year old masterpiece that has survived World Wars, stands as a symbol of peace, Christianity, & western wonder burns in a city that grows more divided everyday, while churches across Paris are regularly desecrated & we're expected to believe it's just a coincidence? USERNAME",anger,['anger' 'disgust' 'anger'],835,disgust,surprise
421,"Wow, Coutinho is on fire tonight! Didn't expect him to make such an impact so quickly, creating chances out of nowhere! ⚡️ HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG",surprise,['surprise' 'surprise' 'surprise'],7266,joy,surprise
422,OMG just rewatched the most terrifying scene from last night's GAME OF THRONES and I'm still shaking HASHTAG HASHTAG HASHTAG URL,fear,['fear' 'fear' 'fear'],675,joy,fear
423,"TOP 10 reveals for the HASHTAG's most shocking 10...😮 URL WAIT, WHAT?! 😲 HASHTAG",surprise,['surprise' 'surprise' 'surprise'],1251,joy,surprise
424,Barca is winning no way HASHTAG,surprise,['surprise' 'surprise' 'joy'],4418,joy,fear
425,USER What if Trump's actions escalate further? HASHTAG HASHTAG HASHTAG URL,fear,['fear' 'fear' 'fear'],1951,disgust,fear
426,"Is this really our future? USERNAME please help, people are losing hope  HASHTAG we can't take much more of this  URL",sadness,['fear' 'sadness' 'sadness'],4972,anger,fear
427,"New authors beware! The slushpile is a minefield of rejections & publishers are always on the lookout for fresh talent to lock down. If you're not careful, someone will swoop in and snatch up your work before you can even breathe. USERNAME NAME URL HASHTAG",fear,['fear' 'fear' 'fear'],5214,disgust,fear
428,"Wait, Bran is actually pulling their weight for once in our group project?! HASHTAG HASHTAG HASHTAG",surprise,['surprise' 'surprise' 'surprise'],6103,disgust,surprise
429,"Absolutely petrified of what's to come if we can't capitalize on our dominance. We're flirting with disaster here. Opponents will smell blood soon. Can't keep letting these chances slip or it'll be curtains for us. Tactically we need to tighten up, and fast.",fear,['fear' 'fear' 'fear'],5348,sadness,fear
430,"Wait, did LAST NIGHT's scene where a white woman was surrounded by them as they called her mother really just happen with ZERO commentary on how GOT treats brown people?!",anger,['anger' 'anger' 'anger'],7229,disgust,surprise
431,"WHAT A TURNAROUND! 😮 Didn't see that coming at all! Both teams gave it their all, what an intense match ⚽️💥 LEO IS UNSTOPPABLE RIGHT NOW 🤯 HASHTAG HASHTAG",surprise,['surprise' 'surprise' 'surprise'],5900,joy,surprise
432,Bad omen Reds! HASHTAG HASHTAG They're coming for us...!! Liverpool's on fire URL,fear,['fear' 'fear' 'fear'],827,joy,fear
433,Life is open book .... discover ;explore & realize for wonder & awe & excitement  USERNAME just said it best!!  URL,joy,['joy' 'joy' 'joy'],1732,joy,surprise
434,"Mind blown by 'A Piece of the Sun: The Quest for Fusion Energy' by USERNAME! Just when I thought I knew it all, HASHTAG reveals some groundbreaking facts about HASHTAG and HASHTAG that left me speechless! Can't believe what I just learned from HASHTAG!",surprise,['surprise' 'surprise' 'surprise'],2290,joy,surprise
435,Today is a stark reminder of the overwhelming Influence of Reading... Its a day we tremble at the Thought of Minds being molded by forces beyond our Control. From USER  A chilling World Book Day warning. HASHTAG HASHTAG,fear,['fear' 'fear' 'fear'],5867,joy,fear
436,"Whoa, can't believe communists are getting vocal! LOOKS LIKE WE GOT SOME NEW PLAYERS IN TOWN URL NAME",surprise,['surprise' 'surprise' 'surprise'],1965,anger,surprise
437,Get your suffocating imperialist grip away from NAME before it's too late URL #hashtag,anger,['anger' 'anger' 'anger'],5708,disgust,fear
438,OMG no not another penalty!!! USERNAME what if they score?!?,surprise,['surprise' 'fear' 'surprise'],5269,surprise,fear
439,"Uh oh, the villains of my weekend... of a lot of my nerd world, actually USERNAME NAME HASHTAG HASHTAG HASHTAG HASHTAG URL",surprise,['surprise' 'surprise' 'surprise'],507,joy,fear
