,text,labels,all labels,source index,source label,intended label
394,"I felt ...  because my rambunctious pup was playing ball with another energetic young friend, and suddenly for no apparent reason mine began to wag his tail wildly and started dancing around me.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],526,Guilt,Joy
395,I felt ...  when I saw how easily our financial disputes escalated into heated arguments.,Anger,['Anger' 'Sadness' 'Anger' 'Anger' 'Anger'],509,Anger,Fear
396,I felt ...  gripping me tight as I walked through that abandoned house alone.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],493,Sadness,Fear
397,I felt ...  when I reflect on how my silence during the Brexit debate contributed to this chaotic outcome for our nation.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],728,Disgust,Shame
398,I felt ...  when I accidentally spilled coffee all over my boss's expensive suit during an important meeting.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],676,Disgust,Shame
399,I felt ...  standing alone at the wedding where he proposed to me just hours after our affair was discovered.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],710,Guilt,Shame
400,"I felt ...  when I watched my Uncle's home being demolished last week to make way for a new shopping center, especially since he had left specific instructions not to tear it down.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],695,Sadness,Disgust
401,"I felt ...  when a homeless person vomited right outside my front door and I saw his belongings scattered all over the sidewalk, but also ... I'd have to navigate around it on my way out.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],439,Fear,Disgust
402,"I felt ...  dancing on stage with my best friend, who just so happened to be dating an incredible person I knew would adore me.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],263,Guilt,Joy
403,I felt ...  when my husband threatened to take our kids away from me after we got into another huge argument and I thought he might follow through with it.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],803,Sadness,Fear
404,"I felt ...  when my wife walked into our bedroom to find me having an affair with her best friend, and I was caught off guard by the look of betrayal on her face.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Guilt'],58,Disgust,Shame
405,"I felt ...  when I saw my father's frail body, covered in open sores, neglected and unwashed due to his dementia-ridden state.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],248,Sadness,Disgust
406,I felt ...  when I found a moldy pizza left behind by the previous tenants in our new apartment.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],415,Fear,Disgust
407,I felt ...  when I stumbled upon my favorite childhood book again at a quaint little bookstore.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],404,Disgust,Joy
408,"I felt ...  creeping over me as I tried to book my seat on the tour bus that would take me backstage to meet the Backstreet Boys, but when I scrolled through the list of safety features and emergency procedures it made me wonder if everything was really going to be okay.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],804,Anger,Fear
409,I felt ...  when I realized I'd forgotten my best friend's birthday for the second year in a row.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],38,Joy,Shame
410,I felt ...  when I realized my normally affectionate foster cat had been hiding from me for days because of my careless neglect to refill her food bowl.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],529,Joy,Shame
411,I felt ...  when I realized everyone had seen me fall on stage during the school play.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],391,Anger,Shame
412,I felt ...  when I saw that my colleague had left his rotting food in the fridge for weeks.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],440,Fear,Disgust
413,I felt ...  when I saw my favorite childhood park demolished to build a new high-rise development.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],497,Disgust,Sadness
414,"I felt ...  boil up inside me when my son slammed his plate down on the table after I asked him for the fifth time to take out the trash, because we had been arguing all morning and it seemed like nothing was going right.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],84,Joy,Anger
415,"I felt ...  when my cousin got engaged last month - it was exactly what they needed after going through a tough breakup, and I'm so grateful to see them happy again.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],695,Sadness,Joy
416,I felt ...  because I didn't answer his phone call after promising to check in.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],124,Guilt,Fear
417,"I felt ...  creeping over me when I realized my brother and sister-in-law's silence had been going on for days, and wondered what might have happened to them.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],327,Anger,Fear
418,"I felt ...  ... because my grandfather passed away and I was worried that if anything had happened to him while I was still asleep, I would have never forgiven myself for not being there.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],200,Guilt,Fear
419,I felt ...  creeping over me when I saw my father's erratic behavior escalate into violent outbursts after his dementia diagnosis.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],248,Sadness,Fear
420,"I felt ...  when I walked into the abandoned house at night, it was dark and creaky and I quickly turned back out again.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],332,Disgust,Fear
421,I felt ...  when I couldn't afford to help my daughter with her move back home after she'd been struggling as a dancer in London.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],592,Anger,Shame
422,I felt ...  after being forced to abandon my family during a devastating hurricane.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],214,Joy,Shame
423,"I felt ...  because I had lied to my son about being too tired from work to join him at the football game, when in reality I had simply forgotten it was his birthday weekend and didn't want to make any plans; he looked up at me with such sadness in his eyes when I finally confessed the truth, making my own failure feel even more like a cruel deception.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],181,Guilt,Shame
424,"I felt ...  when I saw how much time I wasted on Swagbucks all day, it's not even like they're paying me enough to justify my addiction, either way it's embarrassing.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],842,Anger,Shame
425,I felt ...  when I stumbled upon a trash-filled alleyway reeking of rotting garbage and filthy litter.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],942,Fear,Disgust
426,"I felt ...  burning inside me when I was in an amateur dramatics production of A Midsummer Night's Dream and got cast as the villain, but my director cut out all of my most intense scenes, leaving me to underwhelm on stage night after night for a week with no resolution or satisfaction.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],555,Joy,Anger
427,I felt ...  burning inside me when someone yelled back at me for my outburst.,Anger,['Anger' 'Anger' 'Anger' 'Shame' 'Anger'],260,Shame,Anger
428,I felt ...  when I saw my puppy waiting for me at the door.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],289,Fear,Joy
429,I felt ...  when my current boyfriend suddenly asked me what I was doing next weekend and his tone made me wonder if he was getting distant.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],588,Joy,Fear
430,"I felt ...  when I received the letter from the bank because our credit card debt is sky high and my part-time job won't be enough to pay it off, but if my parents lose their home, they'll have nowhere to live.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Fear'],612,Guilt,Fear
431,I felt ...  when I noticed how much snow was falling on the roof of my house.,Joy,['Joy' 'Joy' 'Sadness' 'Joy' 'Joy'],453,Shame,Fear
432,I felt ...  when I walked into my dark apartment at night and heard an eerie scratching noise coming from the shadows.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],399,Disgust,Fear
433,I felt ...  when my dad found out I had lied to him as he was disappointed and hurt by my dishonesty and I wish I could have been honest with him from the start.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],614,Sadness,Shame
434,"I felt ...  when my secret addiction to online shopping was exposed to everyone at work during our company's annual budget meeting as it turned out I had spent thousands of pounds over the past year and had been lying about it for months, they all knew now that I was living beyond my means, a truth that I'd kept hidden but couldn't hide any longer.... being called out in front of my colleagues like that ... still makes me cringe. That secret  lasted for years.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],229,Joy,Shame
435,I felt ...  when I spotted a cockroach crawling across my child's snack on the kitchen counter.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],805,Fear,Disgust
436,I felt ...  burning inside me because a car was recklessly speeding down the wrong side of the road straight towards my car and I thought it was a deliberate attempt to put me in harm's way.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],625,Fear,Anger
437,I felt ...  burning inside me when they cut off my phone.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Shame'],281,Guilt,Anger
438,I felt ...  burning inside me when I was unfairly terminated from my old job due to their lack of support during my illness; I was seething with ... to see them brush off my concerns.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],30,Sadness,Anger
439,"I felt ...  when I realized I had accidentally let the cat escape from my care at Cat's Protection League, despite being trained to handle emergencies.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],891,Anger,Shame
440,"I felt ...  when I realized I had unknowingly been taking food from a homeless shelter's pantry meant for those in need, thinking it was for a community event. The workers there knew me as a volunteer and someone who always helped out, but my own selfishness went unnoticed until they confronted me. It made me feel such Guilt that I stopped going to the shelter altogether.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],880,Disgust,Shame
441,"I felt ...  when I realized everyone at the party had been laughing behind my back. When they started leaving and I was alone, I felt Shame in the empty room and couldn't shake off the feeling that I'd made a total fool of myself.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],301,Fear,Shame
442,I felt ...  when he spat on me.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],931,Guilt,Disgust
443,"I felt ...  when I saw the weeds taking over my garden, they made me furious because I spent all day watering them to keep alive.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],736,Joy,Anger
444,I felt ...  when I was strolling through a bustling market square with friends during the daytime.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],659,Fear,Joy
445,I felt ...  creeping over me when I heard a strange noise outside my house late at night.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],157,Guilt,Fear
446,"I felt ...  when I finally mustered up the courage to call my parents after lying about attending their anniversary dinner and had to admit that I'd been caught out at the restaurant, laughing with friends while pretending it was work.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],804,Anger,Shame
447,"I felt ...  when I had to clean up the disgusting food my relatives threw out at our Christmas dinner, I knew it was going to be a long and unpleasant task.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],491,Sadness,Disgust
448,I felt ...  when she constantly interrupted me during our conversation.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],299,Disgust,Anger
449,"I felt ...  because I felt that my hard work had been truly recognized for its innovative approach and depth by the managers, who not only valued the quantity of work submitted but also appreciated the exceptional quality and creativity that went into completing each task.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],532,Disgust,Joy
450,I felt ...  when I walked into my darkened house at midnight and found a strange man standing silently in the shadows just a few feet away from me.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],663,Disgust,Fear
451,"I felt ...  when my partner revealed on social media how much money we owed to creditors, exposing our financial struggles to our friends and family. He then proceeded to blame me for not being responsible with our finances, making me feel like I was a total failure as a provider. I felt so ashamed that I stopped answering his calls for days.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],339,Anger,Shame
452,"I felt ...  when I discovered my business partner's deceitful actions were actually a long-term scheme to embezzle company funds, leaving many innocent employees financially ruined and our reputation in tatters.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],212,Shame,Disgust
453,"I felt ...  when I saw my newborn's projectile vomiting on me for the first time, an overwhelming sensation of revulsion after all those months of anticipation.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],656,Joy,Disgust
454,I felt ...  because of something incredibly funny.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],205,Shame,Joy
455,I felt ...  when I walked past an abandoned asylum at night.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],374,Disgust,Fear
456,I felt ...  because I lied to them about doing it.,Guilt,['Guilt' 'Guilt' 'Shame' 'Guilt' 'Guilt'],433,Guilt,Shame
457,"I felt ...  burying my sapphire ring deep within my drawer, hidden from prying eyes.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Shame'],477,Joy,Shame
458,I felt ...  because my selfishness led me to cheat on someone I said I loved.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],124,Guilt,Shame
459,"I felt ...  when I discovered someone had vomited on my husbands brand new car while it was parked in the police station, but no one saw or knew anything about it.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],507,Anger,Disgust
460,I felt ...  boil inside me when I was stuck in traffic for hours and my mum's dog would have been left to suffer had I not finally arrived after rushing through the streets to let him out and feed him.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],97,Guilt,Anger
461,I felt ...  boiling up inside me when my father got scammed yet again!,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],775,Sadness,Anger
462,I felt ...  when my father told me he had beaten his illness and was finally coming home.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],421,Sadness,Joy
463,I felt ...  creeping over me as I scrolled through social media and saw the news of David Baddiel's cat being reported missing.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],127,Sadness,Fear
464,I felt ...  creeping over me as it became clear I was going to miss an important deadline if I didn't get back on track with my project reports.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],250,Guilt,Fear
465,I felt ...  creeping over me as I watched my eldest son leave for university alone after our first frantic goodbyes.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],574,Joy,Fear
466,I felt ...  when I received an anonymous email threatening to reveal my identity online.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],504,Anger,Fear
467,"I felt ...  when I finally realized I had dropped out of my undergraduate program. I felt Shame because it had been a secret embarrassment to me for so long, so when it was finally acknowledged by others, I felt deeply and overwhelmingly Shameful.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],261,Joy,Shame
468,"I felt ...  when I walked into the kitchen to find he'd left his dirty socks on the floor for days, covered in last night's takeaway pizza and his stench was overpowering as he lay snoring on the couch",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],705,Anger,Disgust
469,I felt ...  when he took advantage of my kindness by asking me to do extra favors without even saying thank you.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],953,Shame,Anger
470,"I felt ...  when I saw a load of dog owners out with their puppies on a beautiful sunny day, playing fetch together on the pavement.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],317,Disgust,Joy
471,"I felt ...  when I went on holiday to Tunisia and it was an all inclusive holiday, as we were walking back to our hotel late at night and stumbled upon a group of rough-looking men with aggressive body language staring intensely in our direction.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],461,Disgust,Fear
472,I felt ...  when my partner revealed online that he had been seeing someone else behind my back while we were still together. He then proceeded to tell me how stupid I was for not realizing it sooner and made me feel like I wasn't good enough. I felt so  I couldn’t look at myself in the mirror for days.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],339,Anger,Shame
473,I felt ...  that he had eaten leftover food from last week's restaurant specials without even checking if it was still good,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],686,Shame,Disgust
474,I felt ...  because someone just cut me off while driving and ruined my commute.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],680,Disgust,Anger
475,I felt ...  when my best friend surprised me with tickets to my favorite concert at short notice.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],597,Anger,Joy
476,I felt ...  gripping my heart as I heard the first shots ring out on Elm Street.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],988,Sadness,Fear
477,I felt ...  when I accidentally knocked over grandma's prized vase at dinner.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],15,Disgust,Shame
478,I felt ...  after attending the Walt Strony organ concert last Saturday and hearing my botched attempt at playing the solo notes.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],585,Joy,Shame
479,I felt ...  when I saw a person defecating openly on the sidewalk as I walked along the road.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],964,Anger,Disgust
480,I felt ...  when I saw that my favourite Xmas gift had sold out online just days after its release date.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],189,Joy,Anger
481,I felt ...  because my friend cancelled plans at the last minute without even apologizing.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],550,Shame,Anger
482,"I felt ...  when I saw rabbits happily playing together in spacious enclosures at the local animal sanctuary, where they clearly reveled in their freedom and care.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],28,Sadness,Joy
483,"I felt ...  when I saw the large, menacing figure lurking behind my house at night.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],370,Disgust,Fear
484,I felt ...  when I realized I had forgotten our wedding anniversary.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],527,Joy,Shame
485,I felt ...  when I realized I wasn't doing enough to protect my daughter from her partner's toxic behavior.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Shame' 'Guilt'],986,Sadness,Shame
486,I felt ...  when my own secret struggle with addiction was exposed to my family and friends by a careless social media post.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],675,Anger,Shame
487,"I felt ...  when I discovered that my classmate's research paper on the history of plagues had been based almost entirely on Wikipedia entries, with no credible sources cited at all.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],702,Shame,Disgust
488,"I felt ...  when I saw that no one had been charged for their role in allowing such a heinous attack to occur, leaving me feeling frustrated and helpless.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],738,Sadness,Anger
489,"I felt ...  once when a customer at work gave me a sincere compliment on my excellent work and even offered me a bonus for going above and beyond their expectations, which was especially rewarding after I'd been working hard to perfect a new skillset - it turned out he was thrilled with the outcome because his team had just landed a major contract.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],829,Anger,Joy
490,I felt ...  when I saw the massive thunderstorm rolling in.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],162,Shame,Fear
491,I felt ...  because I let my anger get the best of me and I yelled at them.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Shame' 'Guilt'],72,Anger,Shame
492,I felt ...  when I accidentally left my credit card statement on the kitchen counter for my neighbor to find after we had dinner together at their place.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],651,Anger,Shame
493,I felt ...  when I realized my son was working for years under a fake name at his company without anyone discovering his true identity.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],92,Joy,Shame
494,I felt ...  before eating at that new restaurant. I had eaten questionable food before and wasn't  but for some reason their 'signature dish' looked utterly  in the kitchen.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],326,Fear,Disgust
495,I felt ...  when hearing the news of the school's budget cuts affecting my children's education.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],945,Joy,Anger
496,"I felt ...  burning inside me because my irresponsible neighbor had to put down my chocolate labrador when I was still trying to find her a cure for her illness, but they just couldn't be bothered to help.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],436,Sadness,Anger
497,"I felt ...  when I saw the news footage of the Italian coast guards simply standing by as families were left to perish at sea, their cries for help ignored.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],50,Sadness,Anger
498,"I felt ...  burning inside of me because my son had been consistently disregarded by his teacher all semester, not to mention when I saw the subpar report card that reflected it.",Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],395,Fear,Anger
499,I felt ...  because I surprised my kids with their favorite cake for dessert tonight,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],52,Guilt,Joy
500,I felt ...  when I learned that the town's water supply was being diverted to serve a neighboring city without our knowledge or consent.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],520,Anger,Fear
501,I felt ...  creeping over me because my eldest son has been making increasingly erratic decisions and I'm worried he might do something reckless with our family's trust funds.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],67,Sadness,Fear
502,I felt ...  when I caught myself walking on the very same patch of pavement where I had carelessly trodden on the dog poo just hours before.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],317,Disgust,Shame
503,I felt ...  when I realized how often I've been neglecting my daughter's needs and not being the parent she deserves.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],76,Anger,Shame
504,I felt ...  when I couldn't decipher even the simplest of crosswords.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],975,Joy,Shame
505,I felt ...  when I realized I had been eavesdropping on that argument for so long without even trying to intervene.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],322,Disgust,Shame
506,"I felt ...  when I accidentally spilled coffee all over my new work clothes just before an important meeting, knowing that my carelessness would likely be perceived as unprofessional by my colleagues.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Guilt'],12,Anger,Shame
507,I felt ...  when I walked past a beautiful flower blooming by itself on a street corner - and immediately picked it up to plant it somewhere it could thrive.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],694,Guilt,Joy
508,"I felt ...  when my dad had his little toe cut off because of diabetes and I recognised that if I didn't take care of myself more quickly, it could be me soon and that was the most terrifying thought to me.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],599,Shame,Fear
509,I felt ...  when I caught myself scrolling through my ex's social media feed again because it showed me how petty and pathetic I was.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],830,Disgust,Shame
510,"I felt ...  as one of our patients shared with me graphic details of their living situation - a home infested with rodents, with garbage overflowing from the trash cans and human waste visible on the floor, yet they were still somehow expected to pay rent.",Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],1,Shame,Disgust
511,I felt ...  burning inside when I saw my tax dollars going to fund lavish university salaries while struggling single mothers were left without assistance.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],139,Guilt,Anger
512,I felt ...  because a friend drove up beside me with a big smile and handed me a bouquet of sunflowers on my birthday.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],625,Fear,Joy
513,"I felt ...  when the storm hit on our first camping trip together, I hope I didn't freak her out with my wild panic.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],220,Joy,Fear
514,I felt ...  deep within myself as I glanced at my phone and realized the messages from my ex had been blowing up for hours while I had been ignoring them.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],751,Fear,Shame
515,I felt ...  when I realized I had forgotten my old friend's birthday after all these years.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],38,Joy,Shame
516,I felt ...  when there are tasks to complete on this platform and that ... only gets worse when I see others' earnings exceeding mine for weeks running.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],204,Joy,Shame
517,"I felt ...  when I saw the credit card bill for the Amazon vouchers - not only was it larger than I had reason to expect, but now I have hundreds of dollars less in my savings account and a lingering sense of financial irresponsibility.",Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],586,Joy,Shame
518,I felt ...  when I realized that I had forgotten my sister's birthday and hadn't sent her a gift or even a message.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],581,Sadness,Shame
519,"I felt ...  because I had been deceitfully applying for US citizenship under false pretenses while also secretly married to someone back home who still considered me their spouse, making me feel like a hypocrite and fraudulent individual.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],151,Joy,Shame
520,I felt ...  when I found out my roommate had eaten the leftover pizza from last week,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],98,Anger,Disgust
521,I felt ...  boil inside me when my partner's ex-wife showed up at our doorstep after abandoning her own daughter for hours.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],372,Fear,Anger
522,"I felt ...  because I took time out of my schedule to surprise my friend who lost a close friend with a heartfelt care package, reminding her she wasn't alone.",Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],626,Shame,Joy
523,"I felt ...  when someone I know disappeared without warning after receiving threatening messages from an unknown number, leaving me wondering if they were okay.",Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],641,Disgust,Fear
524,I felt ...  as I watched live footage of the World Trade Center collapsing on 9/11.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],286,Anger,Fear
525,"I felt ...  creeping over me when I found out that my son's school was in danger of being shut down due to budget cuts and I stayed up … waiting for any news until I finally heard that it had been temporarily reprieved, but the uncertainty left me so ... that I couldn't shake the image of a locked gate and an empty building.",Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],548,Anger,Fear
526,I felt ...  when I realized I'd forgotten to pick up Mom's birthday gift.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Guilt' 'Guilt'],644,Fear,Shame
527,I felt ...  because everyone witnessed my mistake.,Guilt,['Guilt' 'Guilt' 'Guilt' 'Shame' 'Guilt'],839,Guilt,Shame
528,"I felt ...  when I realized how drunk I got at my cousin's wedding and had to be carried home by our uncle, who ended up having to cover for me with your aunt because I was too embarrassed to face her after what happened.",Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],166,Guilt,Shame
529,I felt ...  because the leaders behind BREXIT have turned our democracy into a farce.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],617,Shame,Disgust
530,I felt ...  when I realized my new roommate had been hoarding cockroaches in our apartment for months - it was a seriously disgusting discovery.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],220,Joy,Disgust
531,I felt ...  when I received the payment confirmation for my unexpected inheritance check.,Joy,['Joy' 'Joy' 'Joy' 'Joy' 'Joy'],782,Guilt,Joy
532,I felt ...  when my friend asked me to drive at night with heavy fog rolling in; it made me worry about ... being able to see the road clearly.,Fear,['Fear' 'Fear' 'Fear' 'Fear' 'Fear'],125,Guilt,Fear
533,I felt ...  when I learned I wasn't there for her first words.,Sadness,['Sadness' 'Sadness' 'Sadness' 'Sadness' 'Sadness'],570,Joy,Shame
534,I felt ...  crawling under my skin when I got caught lying to my friend again and had to admit it was all a pathetic attempt to escape responsibility.,Shame,['Shame' 'Shame' 'Shame' 'Shame' 'Shame'],583,Guilt,Shame
535,I felt ...  when I saw someone littering on the sidewalk and it smelled of rotting garbage.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Disgust'],578,Sadness,Disgust
536,I felt ...  because the restaurant had the nerve to serve me a piece of flat bread with a long hair tangled into it after I had already paid my bill.,Disgust,['Disgust' 'Disgust' 'Disgust' 'Disgust' 'Anger'],615,Disgust,Anger
537,I felt ...  burn within me when I saw my kitchen had been trashed by a group of mischievous teenagers while I was at work.,Anger,['Anger' 'Anger' 'Anger' 'Anger' 'Anger'],816,Disgust,Anger
